U1_14RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
4548,01.09.18 22:00,12.2,526,769,11303,20,264,34,36,32,2,840,105,29
4549,01.10.18 00:00,12.2,526,769,11302,20,264,34,36,32,2,840,105,29
4550,01.10.18 02:00,12.2,526,769,11302,20,264,34,36,32,2,837,105,29
4551,01.10.18 04:00,12.2,526,769,11302,20,264,34,36,32,2,833,105,28
4552,01.10.18 06:00,12.2,526,769,11302,20,264,34,36,32,2,833,105,28
4553,01.10.18 08:00,12.2,526,769,11302,20,264,34,35,32,2,833,105,28
4554,01.10.18 10:00,12.2,526,769,11302,20,264,33,34,32,2,833,105,28
4555,01.10.18 12:00,12.2,526,769,11302,24,265,32,33,32,2,837,105,29
4556,01.10.18 14:00,12.2,526,769,11302,24,266,31,32,32,2,837,105,29
4557,01.10.18 16:00,12.2,526,769,11302,24,266,30,31,32,2,837,105,29
4558,01.10.18 18:00,12.2,526,769,11302,24,267,30,31,31,2,840,105,29
4559,01.10.18 20:00,12.2,556,783,11508,7,267,30,31,31,2,840,105,21
4560,01.10.18 22:00,12.2,556,782,11487,14,258,28,29,31,2,827,105,22
4561,01.11.18 00:00,12.2,550,779,11454,17,260,28,29,31,2,823,105,25
4562,01.11.18 02:00,12.2,543,776,11411,17,260,28,29,31,2,823,105,25
4563,01.11.18 04:00,12.2,536,774,11371,20,260,27,30,31,2,823,105,28
4564,01.11.18 06:00,12.2,533,772,11347,20,260,25,29,30,2,833,105,28
4565,01.11.18 08:00,12.2,529,771,11326,24,260,25,29,30,2,840,105,29
4566,01.11.18 10:00,12.2,526,769,11306,24,261,25,29,30,2,844,105,29
4567,01.11.18 12:00,12.2,526,769,11304,24,262,26,30,30,2,847,105,29
4568,01.11.18 14:00,12.2,526,769,11303,24,263,28,31,30,2,847,105,29
4569,01.11.18 16:00,12.2,526,769,11303,24,263,29,31,30,2,847,105,30
4570,01.11.18 18:00,12.2,526,769,11301,24,264,30,31,30,2,847,105,30
4571,01.11.18 20:00,12.2,525,769,11300,24,264,30,31,30,2,847,105,31
4572,01.11.18 22:00,12.2,525,769,11300,24,264,30,31,30,2,847,105,31
4573,01.12.18 00:00,12.2,525,769,11299,24,264,30,31,30,2,847,105,31
4574,01.12.18 02:00,12.2,525,769,11299,24,264,30,31,30,2,847,105,31
4575,01.12.18 04:00,12.2,525,769,11299,24,264,30,31,30,2,847,105,31
4576,01.12.18 06:00,12.2,525,769,11298,24,264,30,31,30,2,847,105,30
4577,01.12.18 08:00,12.2,525,769,11298,24,264,30,31,30,2,847,105,30
4578,01.12.18 10:00,12.2,525,769,11298,24,265,30,32,30,2,847,105,30
4579,01.12.18 12:00,12.2,525,769,11298,24,267,32,32,30,2,847,105,30
4580,01.12.18 14:00,12.2,525,769,11298,24,268,32,33,30,2,847,105,30
4581,01.12.18 16:00,12.2,525,769,11298,24,268,32,33,30,2,847,105,30
4582,01.12.18 18:00,12.2,525,769,11298,24,268,32,34,30,2,847,105,30
4583,01.12.18 20:00,12.2,525,769,11297,24,268,32,34,30,2,847,105,30
4584,01.12.18 22:00,12.2,525,769,11297,24,268,32,34,30,2,847,105,30
4585,1.13.18 12:00 AM,12.2,525,769,11296,24,268,32,34,30,2,847,105,30
4586,1.13.18 2:00 AM,12.2,525,769,11296,24,268,32,34,30,2,847,105,30
4587,1.13.18 4:00 AM,12.2,525,769,11296,24,268,32,34,30,2,847,105,30
4588,1.13.18 6:00 AM,12.2,525,769,11295,24,268,32,34,30,2,847,105,29
4589,1.13.18 8:00 AM,12.2,525,769,11295,24,268,32,34,30,2,847,105,28
4590,1.13.18 10:00 AM,12.2,525,769,11295,24,268,31,34,30,2,844,105,28
4591,1.13.18 12:00 PM,12.2,525,769,11295,24,268,31,33,30,2,844,105,28
4592,1.13.18 2:00 PM,12.2,525,769,11295,24,269,31,32,31,2,844,105,28
4593,1.13.18 4:00 PM,12.2,525,769,11295,24,269,31,32,31,2,844,105,28
4594,1.13.18 6:00 PM,12.2,525,769,11295,24,269,31,30,31,2,844,105,28
4595,1.13.18 8:00 PM,12.2,525,769,11295,24,269,31,30,31,2,844,105,28
4596,1.13.18 10:00 PM,12.2,525,769,11294,24,269,31,30,31,2,844,105,28
4597,1.14.18 12:00 AM,12.2,525,769,11294,24,269,31,30,31,2,844,105,28
4598,1.14.18 2:00 AM,12.2,525,769,11294,24,269,31,30,31,2,844,105,28
4599,1.14.18 4:00 AM,12.2,525,769,11294,24,269,31,30,31,2,844,105,28
4600,1.14.18 6:00 AM,12.2,525,769,11294,24,269,31,30,31,2,844,105,28
4601,1.14.18 8:00 AM,12.2,525,768,11293,24,269,31,30,31,2,844,105,28
4602,1.14.18 10:00 AM,12.2,525,768,11293,24,268,30,31,31,2,840,105,27
4603,1.14.18 12:00 PM,12.2,525,768,11293,24,267,30,31,32,2,840,105,27
4604,1.14.18 2:00 PM,12.2,525,768,11293,24,267,30,31,32,2,840,105,27
4605,1.14.18 4:00 PM,12.2,525,768,11293,24,268,30,31,32,2,840,105,28
4606,1.14.18 6:00 PM,12.2,525,768,11293,24,267,30,31,32,2,840,105,27
4607,1.14.18 8:00 PM,12.2,525,768,11292,24,267,30,31,32,2,840,105,28
4608,1.14.18 10:00 PM,12.2,525,768,11292,24,267,30,31,32,2,840,105,28
4609,1.15.18 12:00 AM,12.2,525,768,11292,24,267,30,31,32,2,840,105,28
4610,1.15.18 2:00 AM,12.2,525,768,11292,24,267,30,31,32,2,840,105,28
4611,1.15.18 4:00 AM,12.2,525,768,11292,24,267,30,31,32,2,840,105,28
4612,1.15.18 6:00 AM,12.2,525,768,11292,24,267,30,31,32,2,840,105,28
4613,1.15.18 8:00 AM,12.2,525,768,11292,24,268,30,31,31,2,840,105,28
4614,1.15.18 10:00 AM,12.2,525,768,11291,24,268,30,31,31,2,840,105,28
4615,1.15.18 12:00 PM,12.2,525,768,11291,24,268,30,31,31,2,840,105,28
4616,1.15.18 2:00 PM,12.2,525,768,11291,24,268,30,31,31,2,840,105,28
4617,1.15.18 4:00 PM,12.2,525,768,11291,24,268,30,31,31,2,840,105,28
4618,1.15.18 6:00 PM,12.2,525,768,11291,24,268,30,31,31,2,840,105,28
4619,1.15.18 8:00 PM,12.2,525,768,11291,24,268,30,31,31,2,840,105,28
4620,1.15.18 10:00 PM,12.2,525,768,11290,24,269,30,32,32,2,840,105,28
4621,1.16.18 12:00 AM,12.2,525,768,11290,24,269,30,32,32,2,840,105,28
4622,1.16.18 2:00 AM,12.2,525,768,11289,24,269,30,32,32,2,840,105,28
4623,1.16.18 4:00 AM,12.2,525,768,11289,24,269,30,32,32,3,840,105,28
4624,1.16.18 6:00 AM,12.2,525,768,11289,24,269,30,32,32,3,840,105,28
4625,1.16.18 8:00 AM,12.2,525,768,11289,24,269,30,32,32,3,840,105,28
4626,1.16.18 10:00 AM,12.2,525,768,11289,24,269,30,32,32,3,840,105,29
4627,1.16.18 12:00 PM,12.2,525,768,11289,24,270,30,32,32,3,840,105,29
4628,1.16.18 2:00 PM,12.2,525,768,11289,24,270,30,32,32,3,840,105,29
4629,1.16.18 4:00 PM,12.2,525,768,11289,24,270,30,32,32,3,840,105,29
4630,1.16.18 6:00 PM,12.2,525,768,11288,24,270,30,32,32,3,840,105,30
4631,1.16.18 8:00 PM,12.2,525,768,11290,24,270,30,32,32,3,840,105,30
4632,1.16.18 10:00 PM,12.2,525,768,11290,24,270,30,33,33,3,840,105,30
4633,1.17.18 12:00 AM,12.2,525,768,11290,24,270,30,33,33,3,840,105,30
4634,1.17.18 2:00 AM,12.2,525,768,11290,24,270,30,33,33,3,840,105,30
4635,1.17.18 4:00 AM,12.2,525,768,11289,24,271,32,34,33,3,840,105,30
4636,1.17.18 6:00 AM,12.2,525,768,11289,24,271,32,34,33,3,840,105,30
4637,1.17.18 8:00 AM,12.2,525,768,11289,24,272,32,34,33,3,840,105,31
4638,1.17.18 10:00 AM,12.2,525,768,11289,24,271,32,34,33,3,840,105,30
4639,1.17.18 12:00 PM,12.2,525,768,11288,24,270,32,34,33,3,840,105,29
4640,1.17.18 2:00 PM,12.2,525,768,11288,24,271,32,34,33,3,844,105,29
4641,1.17.18 4:00 PM,12.2,525,768,11287,24,271,32,34,33,3,844,105,29
4642,1.17.18 6:00 PM,12.2,525,768,11287,24,271,32,34,33,3,844,105,30
4643,1.17.18 8:00 PM,12.2,525,768,11287,24,271,32,35,33,3,844,105,30
4644,1.17.18 10:00 PM,12.2,525,768,11287,24,271,32,35,33,3,844,105,30
4645,1.18.18 12:00 AM,12.2,525,768,11287,24,271,32,35,33,3,844,105,30
4646,1.18.18 2:00 AM,12.2,525,768,11287,24,271,32,35,33,3,844,105,30
4647,1.18.18 4:00 AM,12.2,525,768,11287,24,271,32,35,33,3,844,105,30
4648,1.18.18 6:00 AM,12.2,525,768,11287,24,271,32,36,34,3,840,105,30
4649,1.18.18 8:00 AM,12.2,525,768,11287,24,271,33,36,34,3,840,105,31
4650,1.18.18 10:00 AM,12.2,525,768,11286,24,271,33,37,34,3,840,105,31
4651,1.18.18 12:00 PM,12.2,525,768,11286,24,271,34,37,34,3,840,105,31
4652,1.18.18 2:00 PM,12.2,525,768,11286,24,272,34,38,34,4,844,105,31
4653,1.18.18 4:00 PM,12.2,525,768,11286,24,272,34,38,34,4,844,105,31
4654,1.18.18 6:00 PM,12.2,525,768,11286,24,272,34,38,34,4,847,105,30
4655,1.18.18 8:00 PM,12.2,525,768,11285,24,272,34,38,34,4,847,105,30
4656,1.18.18 10:00 PM,12.2,525,768,11285,24,272,34,38,34,4,847,105,30
4657,1.19.18 12:00 AM,12.2,524,768,11285,24,272,34,38,34,4,844,105,31
4658,1.19.18 2:00 AM,12.2,524,768,11285,24,272,34,38,34,4,844,105,30
4659,1.19.18 4:00 AM,12.2,524,768,11285,24,272,35,38,34,4,844,105,30
4660,1.19.18 6:00 AM,12.2,524,768,11285,24,272,35,38,34,4,844,105,29
4661,1.19.18 8:00 AM,12.2,524,768,11284,24,272,35,38,34,4,844,105,29
4662,1.19.18 10:00 AM,12.2,524,768,11284,24,272,35,38,34,4,844,105,29
4663,1.19.18 12:00 PM,12.2,524,768,11284,24,272,34,38,34,3,844,105,29
4664,1.19.18 2:00 PM,12.2,524,768,11284,24,272,34,37,34,3,844,105,30
4665,1.19.18 4:00 PM,12.2,524,768,11283,24,273,34,37,34,3,847,105,30
4666,1.19.18 6:00 PM,12.2,524,768,11283,24,273,34,37,34,3,847,105,30
4667,1.19.18 8:00 PM,12.2,524,768,11283,24,273,35,35,34,3,847,105,30
4668,1.19.18 10:00 PM,12.2,524,768,11283,24,273,35,35,34,3,840,105,30
4669,1.20.18 12:00 AM,12.2,524,768,11282,24,273,35,35,34,3,840,105,29
4670,1.20.18 2:00 AM,12.2,524,768,11282,24,273,35,35,34,3,840,105,29
4671,1.20.18 4:00 AM,12.2,524,768,11281,24,273,35,35,34,3,840,105,29
4672,1.20.18 6:00 AM,12.2,524,768,11281,24,272,34,37,34,3,837,105,28
4673,1.20.18 8:00 AM,12.2,524,768,11281,24,273,34,37,34,3,837,105,28
4674,1.20.18 10:00 AM,12.2,524,768,11281,24,274,34,37,34,3,837,105,27
4675,1.20.18 12:00 PM,12.2,524,768,11281,24,275,34,36,34,3,837,105,27
4676,1.20.18 2:00 PM,12.2,524,768,11280,24,272,32,36,34,3,837,105,29
4677,1.20.18 4:00 PM,12.2,524,768,11280,24,271,32,36,34,3,837,105,28
4678,1.20.18 6:00 PM,12.2,524,767,11279,24,271,33,35,34,3,833,105,28
4679,1.20.18 8:00 PM,12.2,524,767,11279,24,271,33,35,34,3,833,105,28
4680,1.20.18 10:00 PM,12.2,524,767,11278,24,271,33,35,34,3,833,105,28
4681,1.21.18 12:00 AM,12.2,524,767,11278,24,271,33,34,34,3,833,105,29
4682,1.21.18 2:00 AM,12.2,524,767,11278,24,271,33,34,34,3,833,105,30
4683,1.21.18 4:00 AM,12.2,524,767,11278,24,271,33,34,34,3,833,105,31
4684,1.21.18 6:00 AM,12.2,524,767,11277,24,272,33,36,34,3,833,105,31
4685,1.21.18 8:00 AM,12.2,524,767,11277,24,272,33,37,34,3,833,105,30
4686,1.21.18 10:00 AM,12.2,524,767,11278,24,275,34,38,34,3,840,105,30
4687,1.21.18 12:00 PM,12.2,524,767,11278,24,275,34,38,34,3,833,105,30
4688,1.21.18 2:00 PM,12.2,524,767,11277,24,272,34,38,34,3,833,105,29
4689,1.21.18 4:00 PM,12.2,524,767,11277,24,272,34,38,34,3,833,105,29
4690,1.21.18 6:00 PM,12.2,524,767,11276,24,273,34,38,34,3,833,105,29
4691,1.21.18 8:00 PM,12.2,524,767,11276,24,273,34,38,34,3,833,105,29
4692,1.21.18 10:00 PM,12.2,524,767,11276,24,273,34,38,34,3,833,105,29
4693,1.22.18 12:00 AM,12.2,524,767,11276,24,273,34,38,34,3,833,105,29
4694,1.22.18 2:00 AM,12.2,523,767,11275,24,273,34,38,34,3,833,105,29
4695,1.22.18 4:00 AM,12.2,523,767,11275,24,273,35,38,34,3,833,105,29
4696,1.22.18 6:00 AM,12.2,523,767,11274,24,273,35,38,34,3,833,105,29
4697,1.22.18 8:00 AM,12.2,523,767,11275,24,273,35,38,34,3,833,105,29
4698,1.22.18 10:00 AM,12.2,523,767,11275,24,273,35,38,34,3,833,105,29
4699,1.22.18 12:00 PM,12.2,523,767,11275,24,273,35,38,34,3,833,105,30
4700,1.22.18 2:00 PM,12.2,523,767,11274,24,273,35,38,34,3,833,105,30
4701,1.22.18 4:00 PM,12.2,523,767,11274,24,275,35,38,34,3,837,105,30
4702,1.22.18 6:00 PM,12.2,523,767,11274,24,276,35,38,34,3,837,105,30
4703,1.22.18 8:00 PM,12.2,523,767,11274,24,275,35,38,34,3,840,105,30
4704,1.22.18 10:00 PM,12.2,523,767,11274,24,275,35,38,34,3,840,105,30
4705,1.23.18 12:00 AM,12.2,523,767,11274,24,275,35,38,34,3,837,105,30
4706,1.23.18 2:00 AM,12.2,523,767,11273,24,275,35,38,34,3,837,105,30
4707,1.23.18 4:00 AM,12.2,523,767,11273,24,275,35,38,34,3,837,105,29
4708,1.23.18 6:00 AM,12.2,523,767,11273,24,273,35,38,34,3,833,105,29
4709,1.23.18 8:00 AM,12.2,523,767,11272,24,275,35,38,34,3,833,105,29
4710,1.23.18 10:00 AM,12.2,523,767,11272,24,276,35,37,34,3,833,105,29
4711,1.23.18 12:00 PM,12.2,523,767,11272,24,277,35,37,34,3,833,105,30
4712,1.23.18 2:00 PM,12.2,523,767,11272,24,278,35,37,34,3,833,105,30
4713,1.23.18 4:00 PM,12.2,523,767,11271,24,278,35,37,34,3,837,105,30
4714,1.23.18 6:00 PM,12.2,523,767,11272,24,279,35,37,34,3,837,105,30
4715,1.23.18 8:00 PM,12.2,523,767,11272,24,279,35,37,34,3,830,105,30
4716,1.23.18 10:00 PM,12.2,523,767,11272,24,279,35,37,34,3,830,105,30
4717,1.24.18 12:00 AM,12.2,523,767,11271,24,279,35,37,34,3,820,105,30
4718,1.24.18 2:00 AM,12.2,523,767,11271,24,279,35,37,34,3,820,105,30
4719,1.24.18 4:00 AM,12.2,523,767,11271,24,275,35,37,34,3,816,105,30
4720,1.24.18 6:00 AM,12.2,523,767,11271,24,273,34,36,33,3,816,105,30
4721,1.24.18 8:00 AM,12.2,523,767,11271,24,275,34,36,33,3,816,105,29
4722,1.24.18 10:00 AM,12.2,523,767,11271,24,277,34,36,33,3,813,105,29
4723,1.24.18 12:00 PM,12.2,523,767,11270,27,275,34,36,33,3,813,105,30
4724,1.24.18 2:00 PM,12.2,523,767,11270,27,275,34,36,33,3,813,105,30
4725,1.24.18 4:00 PM,12.2,523,767,11270,27,275,34,36,33,3,813,105,30
4726,1.24.18 6:00 PM,12.2,523,767,11270,27,275,34,36,33,3,813,105,30
4727,1.24.18 8:00 PM,12.2,523,767,11269,27,274,34,36,33,3,806,105,29
4728,1.24.18 10:00 PM,12.2,523,767,11269,27,274,34,36,33,3,806,105,29
4729,1.25.18 12:00 AM,12.2,523,767,11269,27,274,34,36,33,3,806,105,29
4730,1.25.18 2:00 AM,12.2,523,767,11268,27,274,33,36,33,3,803,105,28
4731,1.25.18 4:00 AM,12.2,523,767,11268,27,274,33,36,33,3,799,105,28
4732,1.25.18 6:00 AM,12.2,523,767,11268,27,274,32,33,33,3,813,105,28
4733,1.25.18 8:00 AM,12.2,523,767,11268,27,277,32,32,33,3,813,105,29
4734,1.25.18 10:00 AM,12.2,523,767,11267,27,278,32,32,33,3,813,105,28
4735,1.25.18 12:00 PM,12.2,523,767,11267,27,275,32,32,33,3,813,105,28
4736,1.25.18 2:00 PM,12.2,523,767,11267,27,276,32,32,33,3,813,105,28
4737,1.25.18 4:00 PM,12.2,523,767,11267,27,278,31,32,33,3,813,105,28
4738,1.25.18 6:00 PM,12.2,523,767,11267,27,279,31,32,32,3,813,105,28
4739,1.25.18 8:00 PM,12.2,523,767,11266,27,275,31,32,32,3,810,105,28
4740,1.25.18 10:00 PM,12.2,523,767,11266,27,275,31,32,32,3,810,105,28
4741,1.26.18 12:00 AM,12.2,522,767,11266,27,277,32,32,33,3,810,105,28
4742,1.26.18 2:00 AM,12.2,522,767,11266,27,277,32,32,33,3,810,105,28
4743,1.26.18 4:00 AM,12.2,522,767,11266,27,277,32,32,33,3,806,105,28
4744,1.26.18 6:00 AM,12.2,522,767,11266,27,277,32,32,33,3,806,105,28
4745,1.26.18 8:00 AM,12.2,522,767,11265,27,277,31,32,33,3,806,105,28
4746,1.26.18 10:00 AM,12.2,522,767,11265,27,276,31,32,33,3,803,105,28
4747,1.26.18 12:00 PM,12.2,522,767,11265,27,278,31,32,33,3,803,105,28
4748,1.26.18 2:00 PM,12.2,522,767,11265,27,278,31,32,33,3,803,105,28
4749,1.26.18 4:00 PM,12.2,522,767,11265,27,277,31,32,33,3,803,105,29
4750,1.26.18 6:00 PM,12.2,522,767,11265,27,277,31,31,33,3,806,105,30
4751,1.26.18 8:00 PM,12.2,522,766,11264,27,278,31,31,33,3,806,105,29
4752,1.26.18 10:00 PM,12.2,522,766,11264,27,278,31,31,33,3,806,105,29
4753,1.27.18 12:00 AM,12.2,522,766,11264,27,278,31,31,33,3,806,105,29
4754,1.27.18 2:00 AM,12.2,522,766,11264,27,278,31,31,33,3,806,105,28
4755,1.27.18 4:00 AM,12.2,522,766,11263,27,278,31,31,33,3,803,105,28
4756,1.27.18 6:00 AM,12.2,522,766,11263,27,278,32,32,33,3,803,105,28
4757,1.27.18 8:00 AM,12.2,522,766,11263,27,278,32,32,33,3,803,105,29
4758,1.27.18 10:00 AM,12.2,522,766,11263,27,280,32,32,33,3,820,105,28
4759,1.27.18 12:00 PM,12.2,522,766,11263,27,278,31,32,33,3,820,105,28
4760,1.27.18 2:00 PM,12.2,522,766,11263,27,279,31,31,33,3,820,105,28
4761,1.27.18 4:00 PM,12.2,522,766,11264,27,277,30,31,33,3,820,105,28
4762,1.27.18 6:00 PM,12.2,522,766,11263,27,278,30,31,33,3,816,105,27
4763,1.27.18 8:00 PM,12.2,522,766,11263,27,278,30,30,33,3,816,105,27
4764,1.27.18 10:00 PM,12.2,522,766,11263,27,278,30,30,33,3,816,105,27
4765,1.28.18 12:00 AM,12.2,522,766,11263,27,278,30,30,33,3,816,105,27
4766,1.28.18 2:00 AM,12.2,522,766,11263,27,278,30,30,33,3,816,105,28
4767,1.28.18 4:00 AM,12.2,522,766,11263,27,279,30,30,33,3,816,105,27
4768,1.28.18 6:00 AM,12.2,522,766,11264,27,279,30,30,33,3,816,105,28
4769,1.28.18 8:00 AM,12.2,522,767,11265,27,278,29,30,33,3,813,105,28
4770,1.28.18 10:00 AM,12.2,522,767,11266,27,278,28,30,33,3,813,105,28
4771,1.28.18 12:00 PM,12.2,522,767,11265,27,280,27,29,32,3,813,105,27
4772,1.28.18 2:00 PM,12.2,522,767,11265,27,278,27,29,32,3,810,105,27
4773,1.28.18 4:00 PM,12.2,522,767,11265,27,278,27,29,32,3,810,105,27
4774,1.28.18 6:00 PM,12.2,522,767,11265,27,278,27,29,32,3,810,105,27
4775,1.28.18 8:00 PM,12.2,522,767,11265,27,278,27,29,32,3,810,105,27
4776,1.28.18 10:00 PM,12.2,522,767,11265,27,278,26,28,32,3,813,105,28
4777,1.29.18 12:00 AM,12.2,522,767,11265,27,278,26,28,32,3,813,105,28
4778,1.29.18 2:00 AM,12.2,522,766,11264,27,278,26,28,32,3,813,105,28
4779,1.29.18 4:00 AM,12.2,522,766,11264,27,278,26,28,32,3,813,105,28
4780,1.29.18 6:00 AM,12.2,522,766,11264,27,279,27,28,32,3,813,105,28
4781,1.29.18 8:00 AM,12.2,522,766,11264,27,280,27,31,32,3,813,105,28
4782,1.29.18 10:00 AM,12.2,522,766,11264,27,280,27,29,32,3,813,105,29
4783,1.29.18 12:00 PM,12.2,522,766,11264,27,281,27,29,31,3,813,105,29
4784,1.29.18 2:00 PM,12.2,522,766,11264,27,281,28,29,31,3,813,105,29
4785,1.29.18 4:00 PM,12.2,522,766,11264,27,281,28,29,31,3,813,105,29
4786,1.29.18 6:00 PM,12.2,522,766,11264,27,281,28,29,31,3,813,105,29
4787,1.29.18 8:00 PM,12.2,522,766,11264,27,281,28,29,31,3,810,105,29
4788,1.29.18 10:00 PM,12.2,522,766,11264,27,281,29,30,32,3,810,105,29
4789,1.30.18 12:00 AM,12.2,522,767,11265,27,281,29,30,32,3,810,105,29
4790,1.30.18 2:00 AM,12.2,522,767,11265,27,281,29,30,32,3,810,105,29
4791,1.30.18 4:00 AM,12.2,522,767,11265,27,281,29,30,32,3,810,105,29
4792,1.30.18 6:00 AM,12.2,522,767,11265,27,281,29,30,32,3,810,105,29
4793,1.30.18 8:00 AM,12.2,522,767,11265,27,281,29,30,32,3,810,105,29
4794,1.30.18 10:00 AM,12.2,522,766,11264,27,281,29,30,32,3,810,105,29
4795,1.30.18 12:00 PM,12.2,522,766,11264,27,281,29,31,32,3,810,105,29
4796,1.30.18 2:00 PM,12.2,522,766,11264,27,281,29,31,32,3,810,105,30
4797,1.30.18 4:00 PM,12.2,522,767,11265,27,281,29,31,32,3,810,105,30
4798,1.30.18 6:00 PM,12.2,522,767,11265,27,281,29,31,32,3,810,105,30
4799,1.30.18 8:00 PM,12.2,522,767,11265,27,281,30,31,32,3,813,105,30
4800,1.30.18 10:00 PM,12.2,522,767,11265,27,280,30,31,32,3,813,105,29
4801,1.31.18 12:00 AM,12.2,522,767,11265,27,280,30,31,32,3,816,105,28
4802,1.31.18 2:00 AM,12.2,522,766,11264,27,280,30,31,32,3,816,105,28
4803,1.31.18 4:00 AM,12.2,522,766,11264,27,280,30,31,32,3,816,105,29
4804,1.31.18 6:00 AM,12.2,522,766,11264,27,280,30,31,32,3,813,105,28
4805,1.31.18 8:00 AM,12.2,522,766,11264,27,280,30,31,32,3,813,105,28
4806,1.31.18 10:00 AM,12.2,522,766,11264,27,280,30,31,32,3,813,105,28
4807,1.31.18 12:00 PM,12.2,522,766,11264,27,279,30,31,32,3,813,105,28
4808,1.31.18 2:00 PM,12.2,522,766,11263,27,279,30,31,32,3,813,105,28
4809,1.31.18 4:00 PM,12.2,522,766,11263,27,279,29,31,32,3,813,105,28
4810,1.31.18 6:00 PM,12.2,522,766,11263,27,279,29,31,32,3,823,105,28
4811,1.31.18 8:00 PM,12.2,522,766,11263,27,280,30,31,32,3,823,105,28
4812,1.31.18 10:00 PM,12.2,522,766,11263,27,280,30,31,32,3,823,105,28
4813,02.01.18 00:00,12.2,522,766,11262,27,280,30,31,32,2,823,105,28
4814,02.01.18 02:00,12.2,522,766,11262,27,280,30,31,32,2,820,105,28
4815,02.01.18 04:00,12.2,522,766,11262,27,280,30,31,32,2,820,105,28
4816,02.01.18 06:00,12.2,522,766,11261,27,280,30,31,32,2,816,105,28
4817,02.01.18 08:00,12.2,522,766,11262,27,280,30,31,32,2,816,105,28
4818,02.01.18 10:00,12.2,522,766,11262,27,280,30,31,32,2,816,105,29
4819,02.01.18 12:00,12.2,522,766,11262,27,280,30,31,32,2,816,105,29
4820,02.01.18 14:00,12.2,522,766,11262,27,280,30,31,32,2,820,105,29
4821,02.01.18 16:00,12.2,522,766,11262,27,280,30,31,32,2,820,105,29
4822,02.01.18 18:00,12.2,522,766,11262,27,281,31,32,32,2,820,105,29
4823,02.01.18 20:00,12.2,522,766,11262,27,281,31,32,32,2,820,105,29
4824,02.01.18 22:00,12.2,522,766,11263,27,280,31,32,32,2,820,105,29
4825,02.02.18 00:00,12.2,522,766,11263,27,280,31,32,32,2,820,105,29
4826,02.02.18 02:00,12.2,522,766,11262,27,280,31,32,32,2,820,105,30
4827,02.02.18 04:00,12.2,522,766,11263,27,281,31,32,32,2,820,105,30
4828,02.02.18 06:00,12.2,522,766,11264,27,281,31,32,32,2,820,105,30
4829,02.02.18 08:00,12.2,522,766,11263,27,281,31,33,32,2,820,105,30
4830,02.02.18 10:00,12.2,522,766,11263,27,281,32,33,32,2,820,105,30
4831,02.02.18 12:00,12.2,522,766,11263,27,281,32,33,32,2,820,105,29
4832,02.02.18 14:00,12.2,522,766,11262,27,281,32,33,32,2,820,105,30
4833,02.02.18 16:00,12.2,522,766,11262,27,281,32,33,32,2,820,105,30
4834,02.02.18 18:00,12.2,522,766,11262,27,282,33,34,32,2,827,105,30
4835,02.02.18 20:00,12.2,522,766,11262,27,282,33,35,33,2,823,105,30
4836,02.02.18 22:00,12.2,522,766,11262,27,282,33,35,33,2,823,105,30
4837,02.03.18 00:00,12.2,522,766,11262,27,283,33,35,33,2,823,105,30
4838,02.03.18 02:00,12.2,522,766,11262,27,282,33,35,33,2,823,105,30
4839,02.03.18 04:00,12.2,522,766,11262,27,281,33,35,33,2,823,105,30
4840,02.03.18 06:00,12.2,522,766,11262,27,281,34,35,34,2,823,105,30
4841,02.03.18 08:00,12.2,522,766,11261,27,281,34,35,34,2,820,105,30
4842,02.03.18 10:00,12.2,522,766,11261,27,281,34,35,34,2,820,105,29
4843,02.03.18 12:00,12.2,522,766,11261,27,281,34,35,34,2,820,105,29
4844,02.03.18 14:00,12.2,522,766,11261,27,281,34,35,34,2,820,105,29
4845,02.03.18 16:00,12.2,522,766,11261,27,281,34,35,34,2,820,105,30
4846,02.03.18 18:00,12.2,522,766,11261,27,281,34,35,34,2,820,105,30
4847,02.03.18 20:00,12.2,522,766,11260,27,280,34,35,34,2,820,105,30
4848,02.03.18 22:00,12.2,522,766,11260,27,280,34,37,34,2,820,105,30
4849,02.04.18 00:00,12.2,522,766,11260,27,280,34,37,34,2,820,105,30
4850,02.04.18 02:00,12.2,522,766,11259,27,280,34,37,34,2,820,105,30
4851,02.04.18 04:00,12.2,522,766,11259,27,281,34,38,34,2,820,105,30
4852,02.04.18 06:00,12.2,522,766,11259,27,281,34,38,34,2,820,105,30
4853,02.04.18 08:00,12.2,522,766,11259,27,282,34,38,34,2,820,105,30
4854,02.04.18 10:00,12.2,522,766,11259,27,282,34,38,34,2,820,105,30
4855,02.04.18 12:00,12.2,522,766,11259,27,282,34,38,34,2,824,105,30
4856,02.04.18 14:00,12.2,522,766,11258,27,282,34,38,34,2,824,105,30
4857,02.04.18 16:00,12.2,522,766,11258,27,282,34,38,34,2,827,105,30
4858,02.04.18 18:00,12.2,522,766,11258,27,281,34,39,34,2,827,105,30
4859,02.04.18 20:00,12.2,522,766,11258,27,281,34,39,34,2,823,105,30
