U1_14RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
296,1.20.17 2:00 PM,12,552,795,11687,24,128,61,0,#N/A,1,850,105,13
297,1.20.17 4:00 PM,12,552,795,11687,24,128,61,0,#N/A,1,850,105,14
298,1.20.17 6:00 PM,12,552,795,11687,24,129,61,0,#N/A,1,850,105,15
299,1.20.17 8:00 PM,12,552,795,11687,24,129,62,0,#N/A,1,850,105,15
300,1.20.17 10:00 PM,12,552,795,11687,24,129,62,0,#N/A,1,850,105,16
301,1.21.17 12:00 AM,12,552,795,11686,24,129,62,0,#N/A,1,850,105,17
302,1.21.17 2:00 AM,12,552,795,11686,24,130,62,0,#N/A,1,854,105,19
303,1.21.17 4:00 AM,12,552,795,11686,24,130,62,0,#N/A,1,854,105,19
304,1.21.17 6:00 AM,12,551,795,11686,24,130,62,0,#N/A,1,854,105,17
305,1.21.17 8:00 AM,12,551,795,11686,24,130,62,0,#N/A,1,854,105,16
306,1.21.17 10:00 AM,12,551,795,11686,24,130,63,0,#N/A,1,854,105,15
307,1.21.17 12:00 PM,12,551,795,11685,24,130,63,0,#N/A,1,854,105,14
308,1.21.17 2:00 PM,12,551,795,11685,24,129,63,0,#N/A,1,854,105,14
309,1.21.17 4:00 PM,12,551,795,11685,24,129,63,0,#N/A,1,854,105,14
310,1.21.17 6:00 PM,12,551,795,11685,24,129,63,0,#N/A,1,854,105,15
311,1.21.17 8:00 PM,12,551,795,11685,24,129,63,0,#N/A,1,854,105,16
312,1.21.17 10:00 PM,12,551,795,11684,24,130,63,0,#N/A,1,854,105,16
313,1.22.17 12:00 AM,12,551,795,11684,24,130,63,0,#N/A,1,854,105,19
314,1.22.17 2:00 AM,12,551,795,11684,24,130,63,0,#N/A,1,854,105,20
315,1.22.17 4:00 AM,12,551,795,11684,24,130,63,0,#N/A,1,854,105,20
316,1.22.17 6:00 AM,12,551,795,11684,24,130,63,0,#N/A,1,854,105,17
317,1.22.17 8:00 AM,12,551,795,11683,24,130,63,0,#N/A,1,854,105,15
318,1.22.17 10:00 AM,12,551,795,11683,24,130,63,0,#N/A,1,850,105,14
319,1.22.17 12:00 PM,12,551,795,11683,24,130,63,0,#N/A,1,850,105,14
320,1.22.17 2:00 PM,12,551,795,11683,24,130,63,0,#N/A,1,854,105,14
321,1.22.17 4:00 PM,12,551,795,11683,24,130,63,0,#N/A,1,854,105,14
322,1.22.17 6:00 PM,12,551,795,11683,24,130,63,0,#N/A,1,857,105,16
323,1.22.17 8:00 PM,12,551,795,11683,24,130,63,0,#N/A,1,857,105,12
324,1.22.17 10:00 PM,12,551,795,11683,24,130,63,0,#N/A,1,857,105,13
325,1.23.17 12:00 AM,12,551,795,11683,24,130,63,0,#N/A,1,857,105,13
326,1.23.17 2:00 AM,12,551,795,11682,24,130,63,0,#N/A,1,854,105,13
327,1.23.17 4:00 AM,12,551,795,11682,24,130,63,0,#N/A,1,854,105,15
328,1.23.17 6:00 AM,12,551,795,11682,24,130,63,0,#N/A,1,854,105,16
329,1.23.17 8:00 AM,12,551,795,11682,24,130,63,0,#N/A,1,854,105,17
330,1.23.17 10:00 AM,12,551,795,11682,24,130,63,0,#N/A,1,854,105,18
331,1.23.17 12:00 PM,12,551,795,11681,24,130,63,0,#N/A,1,854,105,17
332,1.23.17 2:00 PM,12,551,795,11681,24,130,64,0,#N/A,1,854,105,15
333,1.23.17 4:00 PM,12,551,795,11681,24,130,64,0,#N/A,1,857,105,15
334,1.23.17 6:00 PM,12,552,795,11685,24,130,64,0,#N/A,1,857,105,16
335,1.23.17 8:00 PM,12,552,795,11685,24,130,64,0,#N/A,1,857,105,17
336,1.23.17 10:00 PM,12,552,795,11685,24,130,64,0,#N/A,1,857,105,14
337,1.24.17 12:00 AM,12,552,795,11685,24,130,64,0,#N/A,1,857,105,16
338,1.24.17 2:00 AM,12,552,795,11685,24,130,64,0,#N/A,1,857,105,19
339,1.24.17 4:00 AM,12,552,795,11685,24,130,64,0,#N/A,1,857,105,19
340,1.24.17 6:00 AM,12,552,795,11685,24,130,64,0,#N/A,1,857,105,19
341,1.24.17 8:00 AM,12,552,795,11684,24,130,64,0,#N/A,1,857,105,19
342,1.24.17 10:00 AM,12,552,795,11684,24,130,65,0,#N/A,1,857,105,17
343,1.24.17 12:00 PM,12,552,795,11684,24,130,65,0,#N/A,1,857,105,15
344,1.24.17 2:00 PM,12,552,795,11684,24,130,65,0,#N/A,1,857,105,15
345,1.24.17 4:00 PM,12,552,795,11684,24,130,65,0,#N/A,1,857,105,14
346,1.24.17 6:00 PM,12,552,795,11683,24,130,65,0,#N/A,1,857,105,16
347,1.24.17 8:00 PM,12,552,795,11683,24,130,65,0,#N/A,1,857,105,17
348,1.24.17 10:00 PM,12,551,795,11683,24,130,65,0,#N/A,1,857,105,16
349,1.25.17 12:00 AM,12,551,795,11683,24,130,65,0,#N/A,1,857,105,16
350,1.25.17 2:00 AM,12,551,795,11683,24,130,65,0,#N/A,1,857,105,16
351,1.25.17 4:00 AM,12,551,795,11683,24,130,65,0,#N/A,1,857,105,15
352,1.25.17 6:00 AM,12,551,795,11682,24,130,65,0,#N/A,1,857,105,15
353,1.25.17 8:00 AM,12,551,795,11682,24,130,65,0,#N/A,1,857,105,15
354,1.25.17 10:00 AM,12,551,795,11682,24,130,65,0,#N/A,1,857,105,14
355,1.25.17 12:00 PM,12,551,795,11682,24,130,65,0,#N/A,1,854,105,14
356,1.25.17 2:00 PM,12,551,795,11682,24,130,65,0,#N/A,1,854,105,14
357,1.25.17 4:00 PM,12,551,795,11682,24,130,65,0,#N/A,1,854,105,15
358,1.25.17 6:00 PM,12,551,795,11681,24,130,65,0,#N/A,1,854,105,16
359,1.25.17 8:00 PM,12,551,795,11681,24,131,65,0,#N/A,1,854,105,15
360,1.25.17 10:00 PM,12,551,795,11681,24,131,65,0,#N/A,1,857,105,17
361,1.26.17 12:00 AM,12,551,795,11681,24,132,65,0,#N/A,1,857,105,18
362,1.26.17 2:00 AM,12,551,795,11681,24,132,65,0,#N/A,1,857,105,17
363,1.26.17 4:00 AM,12,551,795,11681,24,132,65,0,#N/A,1,857,105,17
364,1.26.17 6:00 AM,12,551,795,11681,24,132,65,0,#N/A,1,857,105,17
365,1.26.17 8:00 AM,12,551,795,11681,24,132,65,0,#N/A,1,857,105,18
366,1.26.17 10:00 AM,12,551,795,11681,24,132,65,0,#N/A,1,857,105,18
367,1.26.17 12:00 PM,12,551,795,11680,24,132,68,0,#N/A,1,857,105,20
368,1.26.17 2:00 PM,12,551,795,11680,24,132,68,0,#N/A,1,857,105,20
369,1.26.17 4:00 PM,12,551,795,11680,24,132,68,0,#N/A,1,857,105,18
370,1.26.17 6:00 PM,12,551,795,11680,24,132,60,0,#N/A,1,861,105,18
371,1.26.17 8:00 PM,12,551,795,11680,24,132,60,0,#N/A,1,861,105,19
372,1.26.17 10:00 PM,12,551,795,11680,24,132,50,0,#N/A,1,861,105,17
373,1.27.17 12:00 AM,12,551,795,11680,24,132,30,0,#N/A,1,861,105,17
374,1.27.17 2:00 AM,12,551,795,11679,24,132,32,0,#N/A,1,861,105,16
375,1.27.17 4:00 AM,12,551,795,11679,24,132,33,0,#N/A,1,861,105,14
376,1.27.17 6:00 AM,12,551,795,11679,24,132,33,0,#N/A,1,861,105,13
377,1.27.17 8:00 AM,12,551,795,11679,24,132,33,0,#N/A,1,861,105,13
378,1.27.17 10:00 AM,12,551,795,11679,24,132,30,0,#N/A,1,857,105,12
379,1.27.17 12:00 PM,12,551,795,11678,24,132,20,0,#N/A,1,857,105,12
380,1.27.17 2:00 PM,12,551,795,11678,24,132,20,0,#N/A,1,857,105,11
381,1.27.17 4:00 PM,12,551,795,11678,24,132,20,0,#N/A,1,857,105,11
382,1.27.17 6:00 PM,12,551,795,11678,24,132,15,0,#N/A,1,857,105,11
383,1.27.17 8:00 PM,12,551,795,11678,24,132,15,0,#N/A,1,857,105,10
384,1.27.17 10:00 PM,12,551,795,11678,24,132,16,0,#N/A,1,857,105,11
385,1.28.17 12:00 AM,12,551,795,11678,24,132,16,0,#N/A,1,857,105,12
386,1.28.17 2:00 AM,12,551,795,11678,24,132,17,0,#N/A,1,857,105,11
387,1.28.17 4:00 AM,12,551,795,11678,24,132,19,0,#N/A,1,857,105,10
388,1.28.17 6:00 AM,12,551,795,11678,24,132,20,0,#N/A,1,857,105,10
389,1.28.17 8:00 AM,12,551,795,11678,24,132,20,0,#N/A,1,857,105,11
390,1.28.17 10:00 AM,12,551,795,11677,24,132,20,0,#N/A,1,857,105,12
391,1.28.17 12:00 PM,12,551,795,11677,24,132,20,0,#N/A,1,857,105,12
392,1.28.17 2:00 PM,12,551,795,11677,24,132,21,0,#N/A,1,857,105,13
393,1.28.17 4:00 PM,12,551,795,11677,24,133,21,0,#N/A,1,857,105,12
394,1.28.17 6:00 PM,12,551,795,11677,24,133,21,0,#N/A,1,857,105,11
395,1.28.17 8:00 PM,12,551,795,11677,24,133,22,0,#N/A,1,857,105,10
396,1.28.17 10:00 PM,12,551,795,11677,24,133,23,0,#N/A,1,857,105,11
397,1.29.17 12:00 AM,12,551,795,11677,24,133,23,0,#N/A,1,857,105,11
398,1.29.17 2:00 AM,12,551,795,11676,24,133,23,0,#N/A,1,861,105,11
399,1.29.17 4:00 AM,12,551,795,11676,24,134,24,0,#N/A,1,861,105,11
400,1.29.17 6:00 AM,12,551,795,11676,24,135,25,0,#N/A,1,861,105,13
401,1.29.17 8:00 AM,12,551,795,11676,24,135,25,0,#N/A,1,861,105,11
402,1.29.17 10:00 AM,12,551,795,11676,24,135,25,0,#N/A,1,861,105,11
403,1.29.17 12:00 PM,12,551,795,11676,24,135,25,0,#N/A,1,861,105,11
404,1.29.17 2:00 PM,12,551,795,11676,24,135,25,0,#N/A,1,861,105,12
405,1.29.17 4:00 PM,12,551,795,11676,24,135,25,0,#N/A,1,861,105,14
406,1.29.17 6:00 PM,12,551,794,11675,24,135,26,0,#N/A,1,861,105,15
407,1.29.17 8:00 PM,12,551,794,11675,24,135,26,0,#N/A,1,861,105,15
408,1.29.17 10:00 PM,12,551,794,11675,24,135,27,0,#N/A,1,861,105,16
409,1.30.17 12:00 AM,12,551,794,11675,24,135,27,0,#N/A,1,861,105,16
410,1.30.17 2:00 AM,12,551,794,11675,24,135,27,0,#N/A,1,861,105,15
411,1.30.17 4:00 AM,12,550,794,11675,24,135,27,0,#N/A,1,861,105,15
412,1.30.17 6:00 AM,12,550,794,11675,24,135,27,0,#N/A,1,861,105,15
413,1.30.17 8:00 AM,12,550,794,11674,24,136,28,0,#N/A,1,861,105,14
414,1.30.17 10:00 AM,12,550,794,11674,24,136,28,0,#N/A,1,918,105,13
415,1.30.17 12:00 PM,12,550,794,11674,24,136,28,0,#N/A,1,918,105,13
416,1.30.17 2:00 PM,12,550,794,11674,24,136,29,0,#N/A,1,939,105,13
417,1.30.17 4:00 PM,12,550,794,11674,24,136,29,0,#N/A,1,939,105,13
418,1.30.17 6:00 PM,12,550,794,11674,24,136,29,0,#N/A,1,939,105,11
419,1.30.17 8:00 PM,12,550,794,11674,24,137,29,0,#N/A,1,#N/A,105,11
420,1.30.17 10:00 PM,12,550,794,11674,24,137,29,0,#N/A,1,867,105,12
421,1.31.17 12:00 AM,12,550,794,11674,24,137,30,0,#N/A,1,867,105,12
422,1.31.17 2:00 AM,12,550,794,11673,24,137,30,0,#N/A,1,870,105,12
423,1.31.17 4:00 AM,12,550,794,11673,24,137,30,0,#N/A,1,870,105,11
424,1.31.17 6:00 AM,12,550,794,11673,24,137,30,0,#N/A,1,871,105,12
425,1.31.17 8:00 AM,12,550,794,11673,24,138,30,0,#N/A,1,864,105,11
426,1.31.17 10:00 AM,12,550,794,11673,24,138,30,0,#N/A,1,864,105,11
427,1.31.17 12:00 PM,12,550,794,11673,24,138,30,0,#N/A,1,864,105,11
428,1.31.17 2:00 PM,12,550,794,11672,24,138,31,0,#N/A,1,861,105,11
429,1.31.17 4:00 PM,12,550,794,11672,24,138,31,0,#N/A,1,857,105,9
430,1.31.17 6:00 PM,12,550,794,11672,24,138,31,0,#N/A,1,857,105,9
431,1.31.17 8:00 PM,12,551,794,11672,24,139,31,0,#N/A,1,857,105,9
432,1.31.17 10:00 PM,12,550,794,11672,24,139,31,0,#N/A,1,864,105,11
433,02.01.17 00:00,12,550,794,11672,24,139,31,0,#N/A,1,864,105,11
434,02.01.17 02:00,12,549,794,11672,24,139,31,0,#N/A,1,864,105,10
435,02.01.17 04:00,12,549,794,11672,24,139,32,0,#N/A,1,857,105,10
436,02.01.17 06:00,12,551,794,11672,24,139,32,0,#N/A,1,854,105,10
437,02.01.17 08:00,12,550,794,11671,24,140,32,0,#N/A,1,861,105,10
438,02.01.17 10:00,12,551,794,11671,24,140,32,0,#N/A,1,946,105,9
439,02.01.17 12:00,12,551,794,11671,24,140,32,0,#N/A,1,942,105,8
440,02.01.17 14:00,12,548,794,11671,24,140,32,0,#N/A,1,942,105,8
441,02.01.17 16:00,12,549,794,11671,24,140,32,0,#N/A,1,942,105,8
442,02.01.17 18:00,12,550,794,11671,24,140,32,0,#N/A,1,942,105,8
443,02.01.17 20:00,12,550,794,11671,24,140,32,0,#N/A,1,867,105,9
444,02.01.17 22:00,12,550,794,11670,24,140,32,0,#N/A,1,867,105,26
445,02.02.17 00:00,12,550,794,11670,24,140,32,0,#N/A,1,867,105,26
446,02.02.17 02:00,12,550,794,11670,24,140,32,0,#N/A,1,867,105,25
447,02.02.17 04:00,12,550,794,11670,24,140,32,0,#N/A,1,867,105,25
448,02.02.17 06:00,12,550,794,11670,24,140,32,0,#N/A,1,867,105,26
449,02.02.17 08:00,12,550,794,11670,24,140,32,0,#N/A,1,864,105,26
450,02.02.17 10:00,12,550,794,11670,24,140,32,0,#N/A,1,864,105,26
451,02.02.17 12:00,12,550,794,11670,24,140,32,0,#N/A,1,871,105,26
452,02.02.17 14:00,12,550,794,11669,24,140,32,0,#N/A,1,922,105,27
453,02.02.17 16:00,12,550,794,11669,24,140,32,0,#N/A,1,878,105,27
454,02.02.17 18:00,12,550,794,11669,24,140,32,0,#N/A,1,878,105,27
455,02.02.17 20:00,12,550,794,11669,24,140,33,0,#N/A,1,878,105,27
456,02.02.17 22:00,12,550,794,11669,24,140,33,0,#N/A,1,878,105,27
457,02.03.17 00:00,12,550,794,11669,24,140,33,0,#N/A,1,878,105,27
458,02.03.17 02:00,12,550,794,11669,24,140,34,0,#N/A,1,878,105,27
459,02.03.17 04:00,12,550,794,11669,24,140,34,0,#N/A,1,878,105,27
460,02.03.17 06:00,12,550,794,11668,24,140,34,0,#N/A,1,878,105,27
461,02.03.17 08:00,12,550,794,11668,24,140,35,0,#N/A,1,878,105,27
462,02.03.17 10:00,12,550,794,11668,24,140,35,0,#N/A,1,878,105,27
463,02.03.17 12:00,12,550,794,11668,24,140,35,0,#N/A,1,878,105,27
464,02.03.17 14:00,12,550,794,11668,24,140,35,0,#N/A,1,878,105,27
465,02.03.17 16:00,12,550,794,11668,24,140,35,0,#N/A,1,878,105,27
466,02.03.17 18:00,12,550,794,11668,24,140,35,0,#N/A,1,878,105,27
467,02.03.17 20:00,12,550,794,11668,24,140,35,0,#N/A,1,884,105,27
468,02.03.17 22:00,12,550,794,11668,24,140,35,0,#N/A,1,884,105,27
469,02.04.17 00:00,12,550,794,11668,24,140,35,0,#N/A,1,884,105,27
470,02.04.17 02:00,12,550,794,11667,24,140,35,0,#N/A,1,884,105,26
471,02.04.17 04:00,12,550,794,11668,24,140,35,0,#N/A,1,884,105,26
472,02.04.17 06:00,12,550,794,11668,24,140,35,0,#N/A,1,884,105,27
473,02.04.17 08:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,27
474,02.04.17 10:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,24
475,02.04.17 12:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,24
476,02.04.17 14:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,27
477,02.04.17 16:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,27
478,02.04.17 18:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,27
479,02.04.17 20:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,27
480,02.04.17 22:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,27
481,02.05.17 00:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,27
482,02.05.17 02:00,12,550,794,11667,24,141,35,0,#N/A,1,884,105,27
483,02.05.17 04:00,12,550,794,11666,24,141,35,0,#N/A,1,884,105,27
484,02.05.17 06:00,12,550,794,11666,24,141,35,0,#N/A,1,884,105,27
485,02.05.17 08:00,12,550,794,11666,24,141,35,0,#N/A,1,884,105,26
486,02.05.17 10:00,12,550,794,11666,24,141,35,0,#N/A,1,884,105,26
487,02.05.17 12:00,12,550,794,11666,24,141,35,0,#N/A,1,884,105,26
488,02.05.17 14:00,12,550,794,11666,24,141,36,0,#N/A,1,884,105,26
489,02.05.17 16:00,12,550,794,11666,14,141,36,0,#N/A,1,884,105,26
490,02.05.17 18:00,12,550,794,11666,14,141,36,0,#N/A,1,884,105,26
491,02.05.17 20:00,12,550,794,11665,14,141,36,0,#N/A,1,884,105,26
492,02.05.17 22:00,12,550,794,11665,14,141,36,0,#N/A,1,884,105,26
493,02.06.17 00:00,12,550,794,11665,14,141,36,0,#N/A,1,884,105,26
494,02.06.17 02:00,12,550,794,11665,14,141,36,0,#N/A,1,884,105,26
495,02.06.17 04:00,12,550,794,11665,14,141,36,0,#N/A,1,884,105,26
496,02.06.17 06:00,12,550,794,11665,14,141,36,0,#N/A,1,884,105,26
497,02.06.17 08:00,12,550,794,11665,14,142,36,0,#N/A,1,884,105,26
498,02.06.17 10:00,12,550,794,11665,14,142,36,0,#N/A,1,884,105,26
499,02.06.17 12:00,12,550,794,11664,14,142,36,0,#N/A,1,884,105,27
500,02.06.17 14:00,12,550,794,11664,14,142,36,0,#N/A,1,884,105,27
501,02.06.17 16:00,12,550,794,11664,14,143,36,0,#N/A,1,884,105,27
502,02.06.17 18:00,12,550,794,11664,14,143,36,0,#N/A,1,884,105,27
503,02.06.17 20:00,12,550,794,11664,14,143,36,0,#N/A,1,884,105,27
504,02.06.17 22:00,12,550,794,11664,14,143,37,0,#N/A,1,884,105,27
505,02.07.17 00:00,12,550,794,11664,14,143,37,0,#N/A,1,884,105,27
506,02.07.17 02:00,12,550,794,11664,14,143,37,0,#N/A,1,884,105,27
507,02.07.17 04:00,12,550,794,11664,14,143,37,0,#N/A,1,884,105,27
508,02.07.17 06:00,12,550,794,11664,14,143,37,0,#N/A,1,884,105,26
509,02.07.17 08:00,12,550,794,11664,14,143,37,0,#N/A,1,884,105,26
510,02.07.17 10:00,12,550,794,11663,14,143,37,0,#N/A,1,884,105,26
511,02.07.17 12:00,12,550,794,11663,14,143,37,0,#N/A,1,884,105,26
512,02.07.17 14:00,12,550,794,11664,14,143,37,0,#N/A,1,884,105,26
513,02.07.17 16:00,12,550,794,11664,14,144,37,0,#N/A,1,884,105,26
514,02.07.17 18:00,12,550,794,11664,14,144,37,0,#N/A,1,884,105,27
515,02.07.17 20:00,12,550,794,11664,14,144,37,0,#N/A,1,884,105,27
516,02.07.17 22:00,12,550,794,11664,14,144,37,0,#N/A,1,884,105,27
517,02.08.17 00:00,12,550,794,11664,14,144,37,0,#N/A,1,884,105,27
518,02.08.17 02:00,12,550,794,11664,14,144,37,0,#N/A,1,884,105,27
519,02.08.17 04:00,12,550,794,11664,14,144,37,0,#N/A,1,884,105,27
520,02.08.17 06:00,12,550,794,11663,14,144,38,0,#N/A,1,884,105,27
521,02.08.17 08:00,12,550,794,11663,14,144,38,0,#N/A,1,884,105,27
522,02.08.17 10:00,12,550,794,11663,14,145,38,0,#N/A,1,884,105,27
523,02.08.17 12:00,12,550,794,11663,14,145,38,0,#N/A,1,884,105,27
524,02.08.17 14:00,12,550,794,11663,14,146,38,0,#N/A,1,884,105,27
525,02.08.17 16:00,12,550,794,11664,14,146,38,0,#N/A,1,884,105,26
526,02.08.17 18:00,12,550,794,11664,14,146,38,0,#N/A,1,884,105,26
527,02.08.17 20:00,12,550,794,11664,14,146,38,0,#N/A,1,881,105,26
528,02.08.17 22:00,12,550,794,11664,14,146,38,0,#N/A,1,881,105,26
529,02.09.17 00:00,12,550,794,11664,14,146,38,0,#N/A,1,881,105,26
530,02.09.17 02:00,12,550,794,11663,14,146,38,0,#N/A,1,874,105,26
531,02.09.17 04:00,12,550,794,11663,14,146,38,0,#N/A,1,874,105,26
532,02.09.17 06:00,12,550,794,11663,14,146,38,0,#N/A,1,874,105,26
533,02.09.17 08:00,12,550,794,11663,14,146,38,0,#N/A,1,874,105,27
534,02.09.17 10:00,12,550,794,11663,14,146,38,0,#N/A,1,874,105,27
535,02.09.17 12:00,12,550,794,11663,14,146,38,0,#N/A,1,874,105,27
536,02.09.17 14:00,12,550,794,11663,14,146,38,0,#N/A,1,874,105,26
537,02.09.17 16:00,12,550,794,11662,14,146,38,0,#N/A,1,874,105,27
538,02.09.17 18:00,12,549,794,11662,14,147,38,0,#N/A,1,874,105,27
539,02.09.17 20:00,12,549,794,11662,14,147,38,0,#N/A,1,874,105,26
540,02.09.17 22:00,12,549,794,11662,14,147,38,0,#N/A,1,874,105,26
541,02.10.17 00:00,12,549,794,11662,14,147,38,0,#N/A,1,874,105,26
542,02.10.17 02:00,12,549,793,11661,14,147,38,0,#N/A,1,874,105,26
543,02.10.17 04:00,12,549,793,11661,14,147,38,0,#N/A,1,874,105,27
544,02.10.17 06:00,12,549,793,11661,14,147,38,0,#N/A,1,874,105,27
545,02.10.17 08:00,12,549,793,11661,14,147,38,0,#N/A,1,874,105,26
546,02.10.17 10:00,12,549,793,11661,14,148,38,0,#N/A,1,871,105,26
547,02.10.17 12:00,12,549,793,11661,14,148,38,0,#N/A,1,871,105,26
548,02.10.17 14:00,12,549,793,11660,14,149,38,0,#N/A,1,871,105,26
549,02.10.17 16:00,12,549,793,11660,14,149,38,0,#N/A,1,871,105,27
550,02.10.17 18:00,12,549,793,11660,14,149,38,0,#N/A,1,871,105,27
551,02.10.17 20:00,12,549,793,11660,14,149,39,0,#N/A,1,871,105,28
552,02.10.17 22:00,12,549,793,11660,14,149,39,0,#N/A,1,871,105,27
553,02.11.17 00:00,12,549,793,11660,14,149,39,0,#N/A,1,871,105,27
554,02.11.17 02:00,12,549,793,11660,14,149,39,0,#N/A,1,871,105,27
555,02.11.17 04:00,12,549,793,11660,14,149,39,0,#N/A,1,871,105,27
556,02.11.17 06:00,12,549,793,11660,14,149,39,0,#N/A,1,871,105,26
557,02.11.17 08:00,12,549,793,11659,14,149,39,0,#N/A,1,871,105,27
558,02.11.17 10:00,12,549,793,11659,14,149,39,0,#N/A,1,871,105,27
559,02.11.17 12:00,12,549,793,11659,14,149,39,0,#N/A,1,871,105,27
560,02.11.17 14:00,12,549,793,11659,14,149,39,0,#N/A,1,871,105,26
561,02.11.17 16:00,12,549,793,11659,14,149,39,0,#N/A,1,871,105,26
562,02.11.17 18:00,12,549,793,11659,14,149,39,0,#N/A,1,871,105,28
563,02.11.17 20:00,12,549,793,11659,14,150,40,0,#N/A,1,871,105,27
564,02.11.17 22:00,12,549,793,11659,14,150,40,0,#N/A,1,871,105,27
565,02.12.17 00:00,12,549,793,11659,14,150,40,0,#N/A,1,871,105,27
566,02.12.17 02:00,12,549,793,11658,14,150,40,0,#N/A,1,871,105,27
567,02.12.17 04:00,12,549,793,11658,14,150,40,0,#N/A,1,871,105,27
568,02.12.17 06:00,12,549,793,11658,14,150,40,0,#N/A,1,871,105,27
569,02.12.17 08:00,12,549,793,11658,14,150,40,0,#N/A,1,871,105,27
570,02.12.17 10:00,12,549,793,11657,14,150,40,0,#N/A,1,874,105,28
571,02.12.17 12:00,12,548,793,11653,14,150,40,0,#N/A,1,874,105,28
572,02.12.17 14:00,12,548,793,11652,14,150,40,0,#N/A,1,874,105,28
573,02.12.17 16:00,12,548,793,11652,14,150,40,0,#N/A,1,878,105,28
574,02.12.17 18:00,12,548,793,11652,14,150,40,0,#N/A,1,878,105,28
575,02.12.17 20:00,12,548,793,11652,14,150,40,0,#N/A,1,878,105,28
576,02.12.17 22:00,12,548,793,11651,14,150,40,0,#N/A,1,878,105,27
577,2.13.17 12:00 AM,12,548,793,11651,14,150,40,0,#N/A,1,878,105,27
578,2.13.17 2:00 AM,12,548,793,11651,17,150,40,0,#N/A,1,878,105,27
579,2.13.17 4:00 AM,12,548,793,11651,17,150,40,0,#N/A,1,878,105,26
580,2.13.17 6:00 AM,12,548,793,11651,17,150,40,0,#N/A,1,878,105,26
581,2.13.17 8:00 AM,12,548,793,11651,17,150,40,0,#N/A,1,878,105,26
582,2.13.17 10:00 AM,12,548,793,11651,17,150,40,0,#N/A,1,878,105,26
583,2.13.17 12:00 PM,12,548,793,11650,17,150,40,0,#N/A,1,878,105,26
584,2.13.17 2:00 PM,12,548,793,11650,17,150,40,0,#N/A,1,878,105,26
585,2.13.17 4:00 PM,12,550,793,11661,17,150,41,0,#N/A,1,878,105,26
586,2.13.17 6:00 PM,12,550,794,11662,17,150,41,0,#N/A,1,878,105,26
587,2.13.17 8:00 PM,12,550,794,11662,17,150,41,0,#N/A,1,878,105,27
588,2.13.17 10:00 PM,12,550,794,11662,17,150,41,0,#N/A,1,878,105,27
589,2.14.17 12:00 AM,12,550,794,11662,17,150,41,0,#N/A,1,878,105,27
590,2.14.17 2:00 AM,12,550,794,11662,17,150,41,0,#N/A,1,878,105,27
591,2.14.17 4:00 AM,12,550,794,11662,17,150,41,0,#N/A,1,878,105,28
592,2.14.17 6:00 AM,12,550,794,11662,17,150,41,0,#N/A,1,878,105,28
593,2.14.17 8:00 AM,12,550,794,11662,17,150,41,0,#N/A,1,874,105,28
594,2.14.17 10:00 AM,12,550,793,11656,17,150,41,0,#N/A,1,874,105,28
595,2.14.17 12:00 PM,12,550,793,11655,17,150,42,0,#N/A,1,874,105,28
596,2.14.17 2:00 PM,12,550,793,11655,17,150,42,0,#N/A,1,874,105,28
597,2.14.17 4:00 PM,12,550,793,11655,17,150,42,0,#N/A,1,874,105,28
598,2.14.17 6:00 PM,12,548,793,11651,17,150,42,0,#N/A,1,874,105,28
599,2.14.17 8:00 PM,12,548,793,11651,17,150,42,0,#N/A,1,874,105,28
600,2.14.17 10:00 PM,12,548,793,11650,17,150,42,0,#N/A,1,874,105,28
601,2.15.17 12:00 AM,12,548,793,11650,17,150,42,0,#N/A,1,874,105,28
602,2.15.17 2:00 AM,12,548,793,11650,17,150,42,0,#N/A,1,874,105,28
603,2.15.17 4:00 AM,12,548,793,11650,17,150,42,0,#N/A,1,874,105,28
604,2.15.17 6:00 AM,12,548,793,11650,17,150,43,0,#N/A,1,874,105,28
605,2.15.17 8:00 AM,12,548,793,11649,17,150,43,0,#N/A,1,874,105,28
606,2.15.17 10:00 AM,12,548,793,11649,17,150,43,0,#N/A,1,874,105,28
607,2.15.17 12:00 PM,12,548,793,11649,17,150,43,0,#N/A,1,874,105,28
608,2.15.17 2:00 PM,12,548,793,11649,17,150,43,0,#N/A,1,874,105,28
609,2.15.17 4:00 PM,12,548,793,11649,17,151,43,0,#N/A,1,874,105,28
610,2.15.17 6:00 PM,12,548,793,11649,17,151,43,0,#N/A,1,874,105,28
611,2.15.17 8:00 PM,12,548,793,11649,17,151,44,0,#N/A,1,878,105,28
