U1_10RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),Choke Pressure (atm),III Choke Pressure (atm),III pille Temperature (Celcius)
34170,07.07.20 06:00,10.2,465,#N/A,#N/A,331,93,245,24,4,#N/A,861,318,61,30
34171,07.07.20 08:00,10.2,465,#N/A,#N/A,331,94,246,24,4,#N/A,861,318,61,30
34172,07.07.20 10:00,10.2,465,#N/A,#N/A,332,94,246,24,4,#N/A,861,318,61,30
34173,07.07.20 12:00,10.2,465,#N/A,#N/A,332,94,246,24,4,#N/A,861,318,61,30
34174,07.07.20 14:00,10.2,465,#N/A,#N/A,332,94,246,24,4,#N/A,861,318,61,30
34175,07.07.20 16:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,864,318,62,31
34176,07.07.20 18:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,864,318,62,31
34177,07.07.20 20:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,864,318,62,31
34178,07.07.20 22:00,10.2,465,#N/A,#N/A,332,95,248,24,4,#N/A,864,318,62,31
34179,07.08.20 00:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,864,318,62,31
34180,07.08.20 02:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,864,318,62,31
34181,07.08.20 04:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,864,318,62,31
34182,07.08.20 06:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,864,318,62,31
34183,07.08.20 08:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,864,318,62,31
34184,07.08.20 10:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,864,318,62,31
34185,07.08.20 12:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,62,31
34186,07.08.20 14:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,57,29
34187,07.08.20 16:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,58,30
34188,07.08.20 18:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,54,28
34189,07.08.20 20:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,56,29
34190,07.08.20 22:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,861,318,57,29
34191,07.09.20 00:00,10.2,465,#N/A,#N/A,331,94,247,24,4,#N/A,861,318,57,29
34192,07.09.20 02:00,10.2,465,#N/A,#N/A,331,94,246,24,4,#N/A,861,318,58,29
34193,07.09.20 04:00,10.2,465,#N/A,#N/A,331,94,246,24,4,#N/A,861,318,58,29
34194,07.09.20 06:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,58,29
34195,07.09.20 08:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,59,29
34196,07.09.20 10:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,59,29
34197,07.09.20 12:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,59,29
34198,07.09.20 14:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,58,29
34199,07.09.20 16:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,58,29
34200,07.09.20 18:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,59,29
34201,07.09.20 20:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,59,29
34202,07.09.20 22:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,857,318,59,29
34203,07.10.20 00:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,857,318,59,29
34204,07.10.20 02:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,857,318,59,29
34205,07.10.20 04:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,857,318,59,29
34206,07.10.20 06:00,10.2,465,#N/A,#N/A,331,94,246,24,4,#N/A,861,318,59,30
34207,07.10.20 08:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,861,318,60,30
34208,07.10.20 10:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,861,318,60,30
34209,07.10.20 12:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,60,30
34210,07.10.20 14:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,56,30
34211,07.10.20 16:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,60,30
34212,07.10.20 18:00,10.2,465,#N/A,#N/A,332,95,247,25,4,#N/A,861,318,60,30
34213,07.10.20 20:00,10.2,465,#N/A,#N/A,331,95,246,25,4,#N/A,861,318,60,30
34214,07.10.20 22:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34215,07.11.20 00:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34216,07.11.20 02:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34217,07.11.20 04:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34218,07.11.20 06:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34219,07.11.20 08:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,61,30
34220,07.11.20 10:00,10.2,465,#N/A,#N/A,332,95,247,25,4,#N/A,861,318,63,31
34221,07.11.20 12:00,10.2,465,#N/A,#N/A,332,95,247,25,4,#N/A,861,318,63,31
34222,07.11.20 14:00,10.2,465,#N/A,#N/A,332,95,247,25,4,#N/A,861,318,59,30
34223,07.11.20 16:00,10.2,465,#N/A,#N/A,332,95,247,25,4,#N/A,861,318,60,30
34224,07.11.20 18:00,10.2,465,#N/A,#N/A,332,95,247,25,4,#N/A,861,318,59,30
34225,07.11.20 20:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34226,07.11.20 22:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34227,07.12.20 00:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34228,07.12.20 02:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34229,07.12.20 04:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,857,318,60,30
34230,07.12.20 06:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,857,318,60,30
34231,07.12.20 08:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,857,318,60,30
34232,07.12.20 10:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,857,318,60,30
34233,07.12.20 12:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,857,318,60,30
34234,07.12.20 14:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34235,07.12.20 16:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34236,07.12.20 18:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34237,07.12.20 20:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,59,29
34238,07.12.20 22:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,59,29
34239,7.13.20 0:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,59,29
34240,7.13.20 2:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,59,30
34241,7.13.20 4:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,60,30
34242,7.13.20 6:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,861,318,59,30
34243,7.13.20 8:00,10.2,465,#N/A,#N/A,331,95,247,25,4,#N/A,857,318,59,30
34244,7.13.20 10:00,10.2,465,#N/A,#N/A,331,94,246,25,4,#N/A,857,318,59,29
34245,7.13.20 12:00,10.2,465,#N/A,#N/A,331,94,246,25,4,#N/A,857,318,59,29
34246,7.13.20 14:00,10.2,465,#N/A,#N/A,332,94,246,25,4,#N/A,857,318,59,29
34247,7.13.20 16:00,10.2,465,#N/A,#N/A,332,94,246,25,4,#N/A,857,318,59,30
34248,7.13.20 18:00,10.2,465,#N/A,#N/A,332,95,247,25,4,#N/A,857,318,59,29
34249,7.13.20 20:00,10.2,465,#N/A,#N/A,332,95,247,25,4,#N/A,857,318,59,29
34250,7.13.20 22:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,59,30
34251,7.14.20 0:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,58,30
34252,7.14.20 2:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,58,29
34253,7.14.20 4:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,60,30
34254,7.14.20 6:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,60,30
34255,7.14.20 8:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,61,30
34256,7.14.20 10:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,61,30
34257,7.14.20 12:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,61,30
34258,7.14.20 14:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,61,30
34259,7.14.20 16:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,61,30
34260,7.14.20 18:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,861,318,61,30
34261,7.14.20 20:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,861,318,61,30
34262,7.14.20 22:00,10.2,465,#N/A,#N/A,331,95,246,24,4,#N/A,861,318,61,30
34263,7.15.20 0:00,10.2,465,#N/A,#N/A,331,95,246,24,4,#N/A,861,318,60,30
34264,7.15.20 2:00,10.2,465,#N/A,#N/A,331,95,246,24,4,#N/A,857,318,62,30
34265,7.15.20 4:00,10.2,465,#N/A,#N/A,331,95,246,24,4,#N/A,857,318,62,30
34266,7.15.20 6:00,10.2,465,#N/A,#N/A,331,95,246,24,4,#N/A,857,318,62,30
34267,7.15.20 8:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,857,318,62,30
34268,7.15.20 10:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,857,318,62,30
34269,7.15.20 12:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,857,318,62,30
34270,7.15.20 14:00,10.2,465,#N/A,#N/A,332,95,246,24,4,#N/A,857,318,62,30
34271,7.15.20 16:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,62,31
34272,7.15.20 18:00,10.2,465,#N/A,#N/A,332,95,247,24,4,#N/A,857,318,62,31
34273,7.15.20 20:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,857,318,62,31
34274,7.15.20 22:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,857,318,62,31
34275,7.16.20 0:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,857,318,62,31
34276,7.16.20 2:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,857,318,62,31
34277,7.16.20 4:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,857,318,62,31
34278,7.16.20 6:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,857,318,63,31
34279,7.16.20 8:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,861,318,63,31
34280,7.16.20 10:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,861,318,63,31
34281,7.16.20 12:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,861,318,63,31
34282,7.16.20 14:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,857,318,63,31
34283,7.16.20 16:00,10.2,465,#N/A,#N/A,331,95,247,24,4,#N/A,857,318,63,31
34284,7.16.20 18:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,63,31
34285,7.16.20 20:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,63,31
34286,7.16.20 22:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,63,31
34287,7.17.20 0:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,63,31
34288,7.17.20 2:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,63,31
34289,7.17.20 4:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,63,31
34290,7.17.20 6:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,63,31
34291,7.17.20 8:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,63,31
34292,7.17.20 10:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,56,28
34293,7.17.20 12:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,61,30
34294,7.17.20 14:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34295,7.17.20 16:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34296,7.17.20 18:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34297,7.17.20 20:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34298,7.17.20 22:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34299,7.18.20 0:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34300,7.18.20 2:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34301,7.18.20 4:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34302,7.18.20 6:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34303,7.18.20 8:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,31
34304,7.18.20 10:00,10.2,465,#N/A,#N/A,331,95,247,24,3,#N/A,861,318,62,30
34305,7.18.20 12:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34306,7.18.20 14:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34307,7.18.20 16:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34308,7.18.20 18:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34309,7.18.20 20:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34310,7.18.20 22:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34311,7.19.20 0:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34312,7.19.20 2:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34313,7.19.20 4:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34314,7.19.20 6:00,10.2,465,#N/A,#N/A,331,95,246,24,3,#N/A,861,318,62,31
34315,7.19.20 8:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,861,318,63,31
34316,7.19.20 10:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,861,318,63,31
34317,7.19.20 12:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,861,318,63,31
34318,7.19.20 14:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,861,318,63,31
34319,7.19.20 16:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,861,318,62,31
34320,7.19.20 18:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,864,318,62,31
34321,7.19.20 20:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,864,318,62,31
34322,7.19.20 22:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,864,318,62,31
34323,7.20.20 0:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,864,318,63,31
34324,7.20.20 2:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,864,318,63,31
34325,7.20.20 4:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,864,318,63,31
34326,7.20.20 6:00,10.2,465,#N/A,#N/A,331,95,245,24,3,#N/A,864,318,63,31
34327,7.20.20 8:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34328,7.20.20 10:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34329,7.20.20 12:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34330,7.20.20 14:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34331,7.20.20 16:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34332,7.20.20 18:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34333,7.20.20 20:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34334,7.20.20 22:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34335,7.21.20 0:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34336,7.21.20 2:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34337,7.21.20 4:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34338,7.21.20 6:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34339,7.21.20 8:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34340,7.21.20 10:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34341,7.21.20 12:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34342,7.21.20 14:00,10.2,465,#N/A,#N/A,331,95,245,25,3,#N/A,864,318,63,31
34343,7.21.20 16:00,10.2,465,#N/A,#N/A,331,95,244,25,3,#N/A,864,318,63,31
34344,7.21.20 18:00,10.2,465,#N/A,#N/A,331,94,244,25,3,#N/A,864,318,63,31
34345,7.21.20 20:00,10.2,465,#N/A,#N/A,331,94,244,25,3,#N/A,864,318,63,31
34346,7.21.20 22:00,10.2,465,#N/A,#N/A,331,95,244,25,3,#N/A,864,318,63,31
34347,7.22.20 0:00,10.2,465,#N/A,#N/A,331,95,244,25,3,#N/A,864,318,63,31
34348,7.22.20 2:00,10.2,465,#N/A,#N/A,331,95,244,25,3,#N/A,864,318,63,30
34349,7.22.20 4:00,10.2,465,#N/A,#N/A,331,95,244,25,3,#N/A,864,318,63,31
34350,7.22.20 6:00,10.2,465,#N/A,#N/A,331,95,243,25,3,#N/A,864,318,63,31
34351,7.22.20 8:00,10.2,465,#N/A,#N/A,331,94,243,25,3,#N/A,864,318,63,31
34352,7.22.20 10:00,10.2,465,#N/A,#N/A,331,94,243,25,3,#N/A,864,318,63,31
34353,7.22.20 12:00,10.2,465,#N/A,#N/A,331,94,243,25,3,#N/A,864,318,63,31
34354,7.22.20 14:00,10.2,465,#N/A,#N/A,331,94,242,25,3,#N/A,864,318,63,31
34355,7.22.20 16:00,10.2,465,#N/A,#N/A,331,94,242,25,3,#N/A,864,318,63,31
34356,7.22.20 18:00,10.2,465,#N/A,#N/A,331,94,243,25,3,#N/A,864,318,63,31
34357,7.22.20 20:00,10.2,465,#N/A,#N/A,331,95,244,24,2,#N/A,864,318,63,31
34358,7.22.20 22:00,10.2,465,#N/A,#N/A,331,95,244,24,2,#N/A,861,318,63,31
34359,7.23.20 0:00,10.2,465,#N/A,#N/A,331,95,244,24,2,#N/A,861,318,64,31
34360,7.23.20 2:00,10.2,465,#N/A,#N/A,331,94,243,24,2,#N/A,861,318,64,31
34361,7.23.20 4:00,10.2,465,#N/A,#N/A,331,94,243,24,2,#N/A,861,318,64,31
34362,7.23.20 6:00,10.2,465,#N/A,#N/A,331,94,243,24,2,#N/A,864,318,64,31
34363,7.23.20 8:00,10.2,465,#N/A,#N/A,331,95,243,24,2,#N/A,867,318,64,31
34364,7.23.20 10:00,10.2,465,#N/A,#N/A,331,95,243,24,2,#N/A,867,318,64,31
34365,7.23.20 12:00,10.2,465,#N/A,#N/A,331,95,244,24,2,#N/A,867,318,64,31
34366,7.23.20 14:00,10.2,465,#N/A,#N/A,331,95,244,24,2,#N/A,867,318,64,31
34367,7.23.20 16:00,10.2,465,#N/A,#N/A,331,95,244,24,2,#N/A,867,318,63,31
34368,7.23.20 18:00,10.2,465,#N/A,#N/A,331,95,244,24,2,#N/A,867,318,63,31
