U1_10RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),Choke Pressure (atm),III Choke Pressure (atm),III pille Temperature (Celcius)
5991,02.01.14 00:00,8,#N/A,#N/A,#N/A,0,0,196,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
5992,02.01.14 02:00,8,#N/A,#N/A,#N/A,0,0,196,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
5993,02.01.14 04:00,8,#N/A,#N/A,#N/A,0,0,196,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
5994,02.01.14 06:00,8,#N/A,#N/A,#N/A,0,0,195,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
5995,02.01.14 08:00,8,#N/A,#N/A,#N/A,0,0,194,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
5996,02.01.14 10:00,8,#N/A,#N/A,#N/A,0,0,193,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
5997,02.01.14 12:00,8,#N/A,#N/A,#N/A,0,0,193,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
5998,02.01.14 14:00,8,#N/A,#N/A,#N/A,0,0,193,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
5999,02.01.14 16:00,8,#N/A,#N/A,#N/A,0,0,192,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6000,02.01.14 18:00,8,#N/A,#N/A,#N/A,0,0,191,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6001,02.01.14 20:00,8,#N/A,#N/A,#N/A,0,0,191,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6002,02.01.14 22:00,8,#N/A,#N/A,#N/A,#N/A,0,191,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6003,02.02.14 00:00,8,#N/A,#N/A,#N/A,#N/A,0,190,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6004,02.02.14 02:00,8,#N/A,#N/A,#N/A,#N/A,0,190,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6005,02.02.14 04:00,8,#N/A,#N/A,#N/A,#N/A,0,190,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6006,02.02.14 06:00,8,#N/A,#N/A,#N/A,#N/A,0,188,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6007,02.02.14 08:00,8,#N/A,#N/A,#N/A,#N/A,0,187,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6008,02.02.14 10:00,8,#N/A,#N/A,#N/A,#N/A,0,187,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6009,02.02.14 12:00,8,#N/A,#N/A,#N/A,#N/A,0,187,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6010,02.02.14 14:00,8,#N/A,#N/A,#N/A,#N/A,0,186,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6011,02.02.14 16:00,8,#N/A,#N/A,#N/A,#N/A,0,186,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6012,02.02.14 18:00,8,#N/A,#N/A,#N/A,#N/A,0,186,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6013,02.02.14 20:00,8,#N/A,#N/A,#N/A,#N/A,0,186,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6014,02.02.14 22:00,8,#N/A,#N/A,#N/A,#N/A,0,185,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6015,02.03.14 00:00,8,#N/A,#N/A,#N/A,#N/A,0,185,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6016,02.03.14 02:00,8,#N/A,#N/A,#N/A,#N/A,0,185,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6017,02.03.14 04:00,8,#N/A,#N/A,#N/A,#N/A,0,185,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6018,02.03.14 06:00,8,#N/A,#N/A,#N/A,#N/A,0,184,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6019,02.03.14 08:00,8,#N/A,#N/A,#N/A,#N/A,0,184,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6020,02.03.14 10:00,8,#N/A,#N/A,#N/A,#N/A,0,184,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6021,02.03.14 12:00,8,#N/A,#N/A,#N/A,#N/A,0,184,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6022,02.03.14 14:00,8,#N/A,#N/A,#N/A,#N/A,0,184,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6023,02.03.14 16:00,8,#N/A,#N/A,#N/A,#N/A,0,183,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6024,02.03.14 18:00,8,#N/A,#N/A,#N/A,#N/A,0,183,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6025,02.03.14 20:00,8,#N/A,#N/A,#N/A,#N/A,0,181,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6026,02.03.14 22:00,8,#N/A,#N/A,#N/A,#N/A,0,181,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6027,02.04.14 00:00,8,#N/A,#N/A,#N/A,#N/A,0,181,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6028,02.04.14 02:00,8,#N/A,#N/A,#N/A,#N/A,0,181,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6029,02.04.14 04:00,8,#N/A,#N/A,#N/A,#N/A,0,181,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6030,02.04.14 06:00,8,#N/A,#N/A,#N/A,#N/A,0,180,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6031,02.04.14 08:00,8,#N/A,#N/A,#N/A,#N/A,0,180,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6032,02.04.14 10:00,8,#N/A,#N/A,#N/A,#N/A,0,180,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6033,02.04.14 12:00,8,#N/A,#N/A,#N/A,#N/A,0,180,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6034,02.04.14 14:00,8,#N/A,#N/A,#N/A,#N/A,0,179,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6035,02.04.14 16:00,8,#N/A,#N/A,#N/A,#N/A,0,179,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6036,02.04.14 18:00,8,#N/A,#N/A,#N/A,#N/A,0,178,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6037,02.04.14 20:00,8,#N/A,#N/A,#N/A,#N/A,0,178,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6038,02.04.14 22:00,8,#N/A,#N/A,#N/A,#N/A,0,178,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6039,02.05.14 00:00,8,#N/A,#N/A,#N/A,#N/A,0,178,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6040,02.05.14 02:00,8,#N/A,#N/A,#N/A,#N/A,0,178,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6041,02.05.14 04:00,8,#N/A,#N/A,#N/A,#N/A,0,177,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6042,02.05.14 06:00,8,#N/A,#N/A,#N/A,#N/A,0,177,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6043,02.05.14 08:00,8,#N/A,#N/A,#N/A,#N/A,0,177,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6044,02.05.14 10:00,8,#N/A,#N/A,#N/A,#N/A,0,177,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6045,02.05.14 12:00,8,#N/A,#N/A,#N/A,#N/A,0,177,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6046,02.05.14 14:00,8,#N/A,#N/A,#N/A,#N/A,0,177,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6047,02.05.14 16:00,8,#N/A,#N/A,#N/A,#N/A,0,175,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6048,02.05.14 18:00,8,#N/A,#N/A,#N/A,#N/A,0,175,2,11,#N/A,#N/A,#N/A,#N/A,#N/A
6049,02.05.14 20:00,8,#N/A,#N/A,#N/A,#N/A,0,176,1,11,#N/A,#N/A,#N/A,#N/A,#N/A
6050,02.05.14 22:00,8,#N/A,#N/A,#N/A,#N/A,0,176,1,11,#N/A,#N/A,#N/A,#N/A,#N/A
6051,02.06.14 00:00,8,#N/A,#N/A,#N/A,#N/A,0,176,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6052,02.06.14 02:00,8,#N/A,#N/A,#N/A,#N/A,0,176,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6053,02.06.14 04:00,8,#N/A,#N/A,#N/A,#N/A,0,176,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6054,02.06.14 06:00,8,#N/A,#N/A,#N/A,#N/A,0,176,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6055,02.06.14 08:00,8,#N/A,#N/A,#N/A,#N/A,1,175,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6056,02.06.14 10:00,8,#N/A,#N/A,#N/A,#N/A,1,174,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6057,02.06.14 12:00,8,#N/A,#N/A,#N/A,#N/A,1,174,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6058,02.06.14 14:00,8,#N/A,#N/A,#N/A,#N/A,1,174,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6059,02.06.14 16:00,8,#N/A,#N/A,#N/A,#N/A,1,174,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6060,02.06.14 18:00,8,#N/A,#N/A,#N/A,#N/A,1,174,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6061,02.06.14 20:00,8,#N/A,#N/A,#N/A,#N/A,1,174,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6062,02.06.14 22:00,8,#N/A,#N/A,#N/A,#N/A,1,173,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6063,02.07.14 00:00,8,#N/A,#N/A,#N/A,#N/A,1,173,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6064,02.07.14 02:00,8,#N/A,#N/A,#N/A,#N/A,1,173,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6065,02.07.14 04:00,8,#N/A,#N/A,#N/A,#N/A,1,173,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6066,02.07.14 06:00,8,#N/A,#N/A,#N/A,#N/A,1,173,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6067,02.07.14 08:00,8,#N/A,#N/A,#N/A,#N/A,1,172,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6068,02.07.14 10:00,8,#N/A,#N/A,#N/A,#N/A,1,172,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6069,02.07.14 12:00,8,#N/A,#N/A,#N/A,#N/A,1,172,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6070,02.07.14 14:00,8,#N/A,#N/A,#N/A,#N/A,1,172,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6071,02.07.14 16:00,8,#N/A,#N/A,#N/A,#N/A,1,172,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6072,02.07.14 18:00,8,#N/A,#N/A,#N/A,#N/A,1,172,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6073,02.07.14 20:00,8,#N/A,#N/A,#N/A,#N/A,1,172,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6074,02.07.14 22:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6075,02.08.14 00:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6076,02.08.14 02:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6077,02.08.14 04:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6078,02.08.14 06:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6079,02.08.14 08:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6080,02.08.14 10:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6081,02.08.14 12:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6082,02.08.14 14:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6083,02.08.14 16:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6084,02.08.14 18:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6085,02.08.14 20:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6086,02.08.14 22:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6087,02.09.14 00:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6088,02.09.14 02:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6089,02.09.14 04:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6090,02.09.14 06:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6091,02.09.14 08:00,8,#N/A,#N/A,#N/A,#N/A,1,171,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6092,02.09.14 10:00,8,#N/A,#N/A,#N/A,#N/A,1,169,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6093,02.09.14 12:00,8,#N/A,#N/A,#N/A,#N/A,1,169,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6094,02.09.14 14:00,8,#N/A,#N/A,#N/A,#N/A,1,169,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6095,02.09.14 16:00,8,#N/A,#N/A,#N/A,#N/A,1,168,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6096,02.09.14 18:00,8,#N/A,#N/A,#N/A,#N/A,1,168,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6097,02.09.14 20:00,8,#N/A,#N/A,#N/A,#N/A,1,168,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6098,02.09.14 22:00,8,#N/A,#N/A,#N/A,#N/A,1,168,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6099,02.10.14 00:00,8,#N/A,#N/A,#N/A,#N/A,1,168,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6100,02.10.14 02:00,8,#N/A,#N/A,#N/A,#N/A,1,168,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6101,02.10.14 04:00,8,#N/A,#N/A,#N/A,#N/A,1,168,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6102,02.10.14 06:00,8,#N/A,#N/A,#N/A,#N/A,1,167,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6103,02.10.14 08:00,8,#N/A,#N/A,#N/A,#N/A,1,167,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6104,02.10.14 10:00,8,#N/A,#N/A,#N/A,#N/A,1,167,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6105,02.10.14 12:00,8,#N/A,#N/A,#N/A,#N/A,1,167,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6106,02.10.14 14:00,8,#N/A,#N/A,#N/A,#N/A,1,167,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6107,02.10.14 16:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6108,02.10.14 18:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6109,02.10.14 20:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6110,02.10.14 22:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6111,02.11.14 00:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6112,02.11.14 02:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6113,02.11.14 04:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6114,02.11.14 06:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6115,02.11.14 08:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6116,02.11.14 10:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6117,02.11.14 12:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6118,02.11.14 14:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6119,02.11.14 16:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6120,02.11.14 18:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6121,02.11.14 20:00,8,#N/A,#N/A,#N/A,#N/A,1,166,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6122,02.11.14 22:00,8,#N/A,#N/A,#N/A,#N/A,1,165,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6123,02.12.14 00:00,8,#N/A,#N/A,#N/A,#N/A,1,165,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6124,02.12.14 02:00,8,#N/A,#N/A,#N/A,#N/A,1,165,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6125,02.12.14 04:00,8,#N/A,#N/A,#N/A,#N/A,1,165,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6126,02.12.14 06:00,8,#N/A,#N/A,#N/A,#N/A,1,165,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6127,02.12.14 08:00,8,#N/A,#N/A,#N/A,#N/A,1,164,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6128,02.12.14 10:00,8,#N/A,#N/A,#N/A,#N/A,1,164,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6129,02.12.14 12:00,8,#N/A,#N/A,#N/A,#N/A,1,164,0,11,#N/A,#N/A,#N/A,#N/A,#N/A
6130,02.12.14 14:00,8,561,#N/A,#N/A,#N/A,1,164,0,11,#N/A,802,#N/A,#N/A,#N/A
6131,02.12.14 16:00,8,561,#N/A,#N/A,#N/A,1,175,0,11,#N/A,802,#N/A,#N/A,#N/A
6132,02.12.14 18:00,8,572,#N/A,#N/A,#N/A,3,175,0,11,#N/A,802,#N/A,#N/A,#N/A
6133,02.12.14 20:00,8,568,#N/A,#N/A,#N/A,5,194,0,11,#N/A,802,#N/A,#N/A,#N/A
6134,02.12.14 22:00,8,568,#N/A,#N/A,#N/A,2,203,0,11,#N/A,802,#N/A,#N/A,#N/A
6135,2.13.14 0:00,8,568,#N/A,#N/A,#N/A,1,208,0,11,#N/A,802,#N/A,#N/A,#N/A
6136,2.13.14 2:00,8,568,#N/A,#N/A,0,1,217,0,11,#N/A,809,#N/A,#N/A,#N/A
6137,2.13.14 4:00,8,568,#N/A,#N/A,0,1,223,0,11,#N/A,802,#N/A,#N/A,#N/A
6138,2.13.14 6:00,8,568,#N/A,#N/A,0,1,229,0,11,#N/A,775,#N/A,#N/A,#N/A
6139,2.13.14 8:00,8,568,#N/A,#N/A,0,2,234,0,11,#N/A,775,#N/A,#N/A,#N/A
6140,2.13.14 10:00,8,572,#N/A,#N/A,0,2,238,0,11,#N/A,775,#N/A,#N/A,#N/A
6141,2.13.14 12:00,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6142,2.13.14 14:00,8,#N/A,#N/A,#N/A,0,2,240,0,11,#N/A,748,#N/A,#N/A,#N/A
6143,2.13.14 16:00,8,#N/A,#N/A,#N/A,0,2,238,0,11,#N/A,734,#N/A,#N/A,#N/A
6144,2.13.14 18:00,8,568,#N/A,#N/A,0,2,230,0,11,#N/A,775,#N/A,#N/A,#N/A
6145,2.13.14 20:00,8,#N/A,#N/A,#N/A,#N/A,1,230,0,11,#N/A,789,#N/A,#N/A,#N/A
6146,2.13.14 22:00,8,#N/A,#N/A,#N/A,#N/A,1,231,0,11,#N/A,748,#N/A,#N/A,#N/A
6147,2.14.14 0:00,8,#N/A,#N/A,#N/A,#N/A,1,226,0,11,#N/A,748,#N/A,#N/A,#N/A
6148,2.14.14 2:00,8,#N/A,#N/A,#N/A,#N/A,1,221,0,11,#N/A,748,#N/A,#N/A,#N/A
6149,2.14.14 4:00,8,#N/A,#N/A,#N/A,#N/A,1,216,0,11,#N/A,748,#N/A,#N/A,#N/A
6150,2.14.14 6:00,8,#N/A,#N/A,#N/A,#N/A,1,212,0,11,#N/A,748,#N/A,#N/A,#N/A
6151,2.14.14 8:00,8,#N/A,#N/A,#N/A,0,1,210,0,11,#N/A,748,#N/A,#N/A,#N/A
6152,2.14.14 10:00,8,#N/A,#N/A,#N/A,0,1,209,0,11,#N/A,748,#N/A,#N/A,#N/A
6153,2.14.14 12:00,8,#N/A,#N/A,#N/A,0,1,204,0,11,#N/A,748,#N/A,#N/A,#N/A
6154,2.14.14 14:00,8,#N/A,#N/A,#N/A,0,1,202,0,11,#N/A,748,#N/A,#N/A,#N/A
6155,2.14.14 16:00,8,#N/A,#N/A,#N/A,0,1,198,0,11,#N/A,755,#N/A,#N/A,#N/A
6156,2.14.14 18:00,8,#N/A,#N/A,#N/A,0,1,196,0,11,#N/A,755,#N/A,#N/A,#N/A
6157,2.14.14 20:00,8,#N/A,#N/A,#N/A,0,1,196,0,11,#N/A,755,#N/A,#N/A,#N/A
6158,2.14.14 22:00,8,#N/A,#N/A,#N/A,0,1,193,0,11,#N/A,755,#N/A,#N/A,#N/A
6159,2.15.14 0:00,8,#N/A,#N/A,#N/A,0,1,192,0,11,#N/A,755,#N/A,#N/A,#N/A
6160,2.15.14 2:00,8,#N/A,#N/A,#N/A,0,1,190,0,11,#N/A,755,#N/A,#N/A,#N/A
6161,2.15.14 4:00,8,#N/A,#N/A,#N/A,0,1,189,0,11,#N/A,761,#N/A,#N/A,#N/A
6162,2.15.14 6:00,8,#N/A,#N/A,#N/A,0,1,188,0,11,#N/A,761,#N/A,#N/A,#N/A
6163,2.15.14 8:00,8,#N/A,#N/A,#N/A,0,1,186,0,11,#N/A,761,#N/A,#N/A,#N/A
6164,2.15.14 10:00,8,#N/A,#N/A,#N/A,0,1,185,0,11,#N/A,761,#N/A,#N/A,#N/A
6165,2.15.14 12:00,8,#N/A,#N/A,#N/A,0,1,184,0,11,#N/A,761,#N/A,#N/A,#N/A
6166,2.15.14 14:00,8,#N/A,#N/A,#N/A,0,1,184,1,11,#N/A,761,#N/A,#N/A,#N/A
6167,2.15.14 16:00,8,#N/A,#N/A,#N/A,0,1,184,1,11,#N/A,761,#N/A,#N/A,#N/A
6168,2.15.14 18:00,8,#N/A,#N/A,#N/A,0,1,182,1,11,#N/A,761,#N/A,#N/A,#N/A
6169,2.15.14 20:00,8,#N/A,#N/A,#N/A,0,0,181,0,11,#N/A,761,#N/A,#N/A,#N/A
6170,2.15.14 22:00,8,#N/A,#N/A,#N/A,0,0,181,0,11,#N/A,761,#N/A,#N/A,#N/A
6171,2.16.14 0:00,8,#N/A,#N/A,#N/A,0,0,181,0,11,#N/A,761,#N/A,#N/A,#N/A
6172,2.16.14 2:00,8,#N/A,#N/A,#N/A,0,1,181,0,11,#N/A,761,#N/A,#N/A,#N/A
6173,2.16.14 4:00,8,#N/A,#N/A,#N/A,0,1,179,0,11,#N/A,761,#N/A,#N/A,#N/A
6174,2.16.14 6:00,8,#N/A,#N/A,#N/A,0,0,178,0,11,#N/A,761,#N/A,#N/A,#N/A
6175,2.16.14 8:00,8,#N/A,#N/A,#N/A,0,0,178,0,11,#N/A,761,#N/A,#N/A,#N/A
6176,2.16.14 10:00,8,#N/A,#N/A,#N/A,0,0,178,0,11,#N/A,761,#N/A,#N/A,#N/A
6177,2.16.14 12:00,8,#N/A,#N/A,#N/A,0,0,178,0,11,#N/A,761,#N/A,#N/A,#N/A
6178,2.16.14 14:00,8,#N/A,#N/A,#N/A,0,0,178,0,11,#N/A,761,#N/A,#N/A,#N/A
6179,2.16.14 16:00,8,#N/A,#N/A,#N/A,0,0,176,0,11,#N/A,761,#N/A,#N/A,#N/A
6180,2.16.14 18:00,8,#N/A,#N/A,#N/A,0,0,175,0,11,#N/A,761,#N/A,#N/A,#N/A
6181,2.16.14 20:00,8,#N/A,#N/A,#N/A,0,0,175,0,11,#N/A,761,#N/A,#N/A,#N/A
6182,2.16.14 22:00,8,#N/A,#N/A,#N/A,0,0,175,0,11,#N/A,761,#N/A,#N/A,#N/A
6183,2.17.14 0:00,8,#N/A,#N/A,#N/A,0,0,174,0,11,#N/A,761,#N/A,#N/A,#N/A
6184,2.17.14 2:00,8,#N/A,#N/A,#N/A,0,0,174,0,11,#N/A,761,#N/A,#N/A,#N/A
6185,2.17.14 4:00,8,#N/A,#N/A,#N/A,0,0,173,0,11,#N/A,761,#N/A,#N/A,#N/A
6186,2.17.14 6:00,8,#N/A,#N/A,#N/A,0,0,173,0,11,#N/A,761,#N/A,#N/A,#N/A
6187,2.17.14 8:00,8,#N/A,#N/A,#N/A,0,0,173,0,11,#N/A,761,#N/A,#N/A,#N/A
6188,2.17.14 10:00,8,#N/A,#N/A,#N/A,0,0,173,0,11,#N/A,761,#N/A,#N/A,#N/A
6189,2.17.14 12:00,8,#N/A,#N/A,#N/A,0,0,170,0,11,#N/A,761,#N/A,#N/A,#N/A
6190,2.17.14 14:00,8,#N/A,#N/A,#N/A,0,0,170,0,11,#N/A,761,#N/A,#N/A,#N/A
6191,2.17.14 16:00,8,#N/A,#N/A,#N/A,0,0,169,0,11,#N/A,761,#N/A,#N/A,#N/A
6192,2.17.14 18:00,8,#N/A,#N/A,#N/A,0,0,169,0,11,#N/A,761,#N/A,#N/A,#N/A
6193,2.17.14 20:00,8,#N/A,#N/A,#N/A,0,0,169,0,11,#N/A,761,#N/A,#N/A,#N/A
6194,2.17.14 22:00,8,#N/A,#N/A,#N/A,0,0,168,0,11,#N/A,761,#N/A,#N/A,#N/A
6195,2.18.14 0:00,8,#N/A,#N/A,#N/A,0,0,168,0,11,#N/A,761,#N/A,#N/A,#N/A
6196,2.18.14 2:00,8,#N/A,#N/A,#N/A,0,0,168,0,11,#N/A,761,#N/A,#N/A,#N/A
6197,2.18.14 4:00,8,#N/A,#N/A,#N/A,0,0,168,0,11,#N/A,761,#N/A,#N/A,#N/A
6198,2.18.14 6:00,8,#N/A,#N/A,#N/A,0,0,168,0,11,#N/A,761,#N/A,#N/A,#N/A
6199,2.18.14 8:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
