U1_16RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
9496,6.14.21 10:00 AM,23,461,636,9351,81,0,94,0,48,3,912,241,190,57.5,105,39
9497,6.14.21 12:00 PM,23,461,636,9352,81,0,94,0,48,3,912,241,190,57.3,105,40
9498,6.14.21 2:00 PM,23,461,636,9352,81,0,94,0,48,3,912,241,190,57.1,105,40
9499,6.14.21 4:00 PM,23,461,636,9351,81,0,94,0,48,3,912,241,190,57,105,40
9500,6.14.21 6:00 PM,23,461,636,9351,81,0,94,0,48,3,912,241,190,56.9,105,40
9501,6.14.21 8:00 PM,23,461,636,9351,81,0,94,0,48,3,912,241,190,56.8,105,40
9502,6.14.21 10:00 PM,23,461,636,9350,81,0,94,0,48,3,915,241,190,56.8,105,40
9503,6.15.21 12:00 AM,23,461,636,9350,81,0,94,0,48,3,915,241,190,56.7,105,40
9504,6.15.21 2:00 AM,23,461,636,9350,81,0,94,0,48,3,915,241,190,56.8,105,40
9505,6.15.21 4:00 AM,23,461,636,9350,81,0,94,0,48,3,912,241,190,57,105,40
9506,6.15.21 6:00 AM,23,461,636,9349,81,0,94,0,48,3,912,241,190,57.3,105,40
9507,6.15.21 8:00 AM,23,461,636,9349,81,0,94,0,48,3,912,241,190,57.3,105,40
9508,6.15.21 10:00 AM,23,461,636,9349,81,0,94,0,48,3,912,241,190,57.4,105,40
9509,6.15.21 12:00 PM,23,461,636,9349,81,0,94,0,48,3,912,241,190,57.4,105,40
9510,6.15.21 2:00 PM,23,461,636,9349,81,0,94,0,48,3,912,241,190,57.3,105,40
9511,6.15.21 4:00 PM,23,461,636,9348,81,0,94,0,48,3,912,241,190,57.2,105,40
9512,6.15.21 6:00 PM,23,461,636,9348,81,0,94,0,48,3,912,241,190,57.1,105,40
9513,6.15.21 8:00 PM,23,461,636,9348,81,0,94,0,48,3,912,241,190,57.1,105,40
9514,6.15.21 10:00 PM,23,461,636,9348,81,0,94,0,48,3,912,241,190,57.1,105,40
9515,6.16.21 12:00 AM,23,461,636,9348,81,0,94,0,48,3,912,241,190,57.1,105,40
9516,6.16.21 2:00 AM,23,461,636,9348,81,0,94,0,48,3,912,241,190,57.1,105,40
9517,6.16.21 4:00 AM,23,461,636,9348,81,0,94,0,48,3,912,241,190,57.2,105,40
9518,6.16.21 6:00 AM,23,461,636,9348,81,0,94,0,48,3,912,241,190,57.4,105,40
9519,6.16.21 8:00 AM,23,461,636,9347,81,0,94,0,48,3,912,241,190,57.6,105,40
9520,6.16.21 10:00 AM,23,461,636,9347,81,0,94,0,48,3,912,241,190,57.7,105,40
9521,6.16.21 12:00 PM,23,461,636,9347,81,0,94,0,48,3,912,241,190,57.6,105,40
9522,6.16.21 2:00 PM,23,461,636,9347,81,0,94,0,48,3,912,241,190,57.9,105,40
9523,6.16.21 4:00 PM,23,461,636,9347,81,0,94,0,48,3,912,241,190,57.6,105,40
9524,6.16.21 6:00 PM,23,461,636,9347,81,0,94,0,48,3,912,241,190,57.4,105,40
9525,6.16.21 8:00 PM,23,461,636,9347,81,0,94,0,48,3,912,241,190,57.3,105,40
9526,6.16.21 10:00 PM,23,461,636,9347,81,0,94,0,48,3,912,241,190,57.2,105,40
9527,6.17.21 12:00 AM,23,461,636,9347,81,0,94,0,48,3,912,241,190,57.1,105,40
9528,6.17.21 2:00 AM,23,461,636,9346,81,0,94,0,48,3,912,241,190,57.1,105,40
9529,6.17.21 4:00 AM,23,461,636,9346,81,0,94,0,48,3,912,241,190,57.2,105,40
9530,6.17.21 6:00 AM,23,461,636,9346,81,0,94,0,48,3,912,241,190,57.5,105,40
9531,6.17.21 8:00 AM,23,461,636,9346,81,0,94,0,48,3,912,241,190,57.7,105,40
9532,6.17.21 10:00 AM,23,461,636,9346,81,0,94,0,48,3,912,241,190,57.7,105,41
9533,6.17.21 12:00 PM,23,461,636,9346,81,0,94,0,48,3,912,241,190,57.7,105,41
9534,6.17.21 2:00 PM,23,461,636,9346,81,0,94,0,48,3,912,241,190,57.6,105,41
9535,6.17.21 4:00 PM,23,461,636,9345,81,0,94,0,48,3,912,241,190,57.6,105,41
9536,6.17.21 6:00 PM,23,461,636,9345,81,0,94,0,48,3,912,241,190,57.7,105,41
9537,6.17.21 8:00 PM,23,461,636,9345,81,0,94,0,48,3,912,241,190,57.7,105,40
9538,6.17.21 10:00 PM,23,461,636,9345,81,0,94,0,48,3,922,241,190,57.7,105,40
9539,6.18.21 12:00 AM,23,461,636,9345,81,0,94,0,48,3,922,241,190,57.5,105,40
9540,6.18.21 2:00 AM,23,461,636,9344,81,0,94,0,48,3,918,241,190,57.5,105,39
9541,6.18.21 4:00 AM,23,461,636,9344,81,0,94,0,48,3,918,241,190,57.6,105,39
9542,6.18.21 6:00 AM,23,461,636,9344,81,0,94,0,48,3,918,241,190,57.6,105,39
9543,6.18.21 8:00 AM,23,461,636,9344,81,0,94,0,48,3,918,241,190,57.9,105,39
9544,6.18.21 10:00 AM,23,461,636,9343,80,0,94,0,48,3,918,241,190,58,105,39
9545,6.18.21 12:00 PM,23,461,636,9343,80,0,94,0,48,3,918,241,190,58,105,39
9546,6.18.21 2:00 PM,23,461,636,9343,80,0,94,0,48,3,918,241,190,57.9,105,39
9547,6.18.21 4:00 PM,23,461,636,9343,80,0,94,0,48,3,918,241,190,57.8,105,39
9548,6.18.21 6:00 PM,23,461,636,9343,80,0,94,0,48,3,918,241,190,57.7,105,39
9549,6.18.21 8:00 PM,23,461,636,9343,80,0,94,0,48,3,918,241,190,57.7,105,39
9550,6.18.21 10:00 PM,23,461,636,9343,80,0,94,0,48,3,918,241,190,57.7,105,39
9551,6.19.21 12:00 AM,23,461,636,9343,80,0,94,0,48,3,918,241,190,57.6,105,39
9552,6.19.21 2:00 AM,23,461,636,9342,80,0,94,0,48,3,918,241,190,57.6,105,39
9553,6.19.21 4:00 AM,23,461,636,9342,80,0,94,0,48,3,918,241,190,57.7,105,39
9554,6.19.21 6:00 AM,23,461,636,9342,80,0,94,0,48,3,918,241,190,57.8,105,39
9555,6.19.21 8:00 AM,23,461,636,9342,80,0,94,0,48,3,918,241,190,58,105,39
9556,6.19.21 10:00 AM,23,460,636,9342,80,0,94,0,48,3,918,241,190,58,105,39
9557,6.19.21 12:00 PM,23,460,636,9342,80,0,94,0,48,3,918,241,190,57.8,105,39
9558,6.19.21 2:00 PM,23,460,636,9342,80,0,94,0,48,3,918,241,190,57.9,105,40
9559,6.19.21 4:00 PM,23,460,636,9342,80,0,94,0,48,3,918,241,190,58.1,105,40
9560,6.19.21 6:00 PM,23,460,636,9342,80,0,94,0,48,3,918,241,190,57.9,105,40
9561,6.19.21 8:00 PM,23,460,636,9342,80,0,94,0,48,3,918,241,190,58.1,105,40
9562,6.19.21 10:00 PM,23,460,636,9341,80,0,94,0,48,3,918,241,190,58.1,105,40
9563,6.20.21 12:00 AM,23,460,636,9341,80,0,94,0,48,3,918,241,190,57.6,105,40
9564,6.20.21 2:00 AM,23,460,636,9341,80,0,94,0,48,3,918,241,190,57.6,105,40
9565,6.20.21 4:00 AM,23,460,636,9341,80,0,94,0,48,3,918,241,190,57.7,105,40
9566,6.20.21 6:00 AM,23,460,636,9341,80,0,94,0,48,3,918,241,190,57.9,105,40
9567,6.20.21 8:00 AM,23,460,636,9341,80,0,94,0,48,3,918,241,190,58.1,105,40
9568,6.20.21 10:00 AM,23,460,636,9341,80,0,94,0,48,3,918,241,190,58.2,105,40
9569,6.20.21 12:00 PM,23,460,636,9340,80,0,94,0,48,3,918,241,190,58.2,105,40
9570,6.20.21 2:00 PM,23,460,636,9340,80,0,95,0,48,3,918,241,190,58.1,105,40
9571,6.20.21 4:00 PM,23,460,636,9340,80,0,95,0,48,3,918,241,190,58,105,40
9572,6.20.21 6:00 PM,23,460,636,9340,80,0,95,0,48,3,918,241,190,57.9,105,40
9573,6.20.21 8:00 PM,23,460,636,9340,80,0,95,0,48,3,918,241,190,57.8,105,40
9574,6.20.21 10:00 PM,23,460,636,9340,80,0,95,0,48,3,918,241,190,57.7,105,40
9575,6.21.21 12:00 AM,23,460,636,9340,80,0,95,0,48,3,918,241,190,57.7,105,40
9576,6.21.21 2:00 AM,23,460,635,9339,80,0,95,0,48,3,918,241,190,57.7,105,40
9577,6.21.21 4:00 AM,23,460,635,9339,80,0,95,0,48,3,918,241,190,57.8,105,40
9578,6.21.21 6:00 AM,23,460,635,9339,80,0,95,0,48,3,918,241,190,58,105,40
9579,6.21.21 8:00 AM,23,460,635,9339,80,0,95,0,48,3,918,241,190,58.3,105,40
9580,6.21.21 10:00 AM,23,460,635,9339,80,0,95,0,48,3,918,241,190,58.3,105,40
9581,6.21.21 12:00 PM,23,460,635,9339,80,0,95,0,48,3,918,241,190,58.3,105,40
9582,6.21.21 2:00 PM,23,460,635,9339,80,0,95,0,48,3,918,241,190,58.2,105,40
9583,6.21.21 4:00 PM,23,460,635,9339,80,0,95,0,48,3,918,241,190,58.1,105,40
9584,6.21.21 6:00 PM,23,460,635,9338,80,0,95,0,48,3,918,241,190,58,105,40
9585,6.21.21 8:00 PM,23,460,635,9338,80,0,95,0,48,3,918,241,190,57.9,105,40
9586,6.21.21 10:00 PM,23,460,635,9338,80,0,95,0,48,3,922,241,190,57.8,105,40
9587,6.22.21 12:00 AM,23,460,635,9338,80,0,95,0,48,3,922,241,190,57.8,105,39
9588,6.22.21 2:00 AM,23,460,635,9338,80,0,95,0,48,3,922,241,190,57.7,105,39
9589,6.22.21 4:00 AM,23,460,635,9338,80,0,95,0,48,3,922,241,190,57.7,105,39
9590,6.22.21 6:00 AM,23,460,635,9338,80,0,95,0,48,3,922,241,190,57.9,105,39
9591,6.22.21 8:00 AM,23,460,635,9338,80,0,95,0,48,3,922,241,190,58,105,39
9592,6.22.21 10:00 AM,23,460,635,9338,80,0,95,0,48,3,922,241,190,58.1,105,39
9593,6.22.21 12:00 PM,23,460,635,9337,80,0,95,0,48,3,922,241,190,55.9,105,39
9594,6.22.21 2:00 PM,23,460,635,9338,80,0,95,0,48,3,922,241,190,55.8,105,39
9595,6.22.21 4:00 PM,23,460,635,9337,80,0,95,0,48,3,922,241,190,56.2,105,39
9596,6.22.21 6:00 PM,23,460,635,9337,80,0,95,0,48,3,922,241,190,56.6,105,40
9597,6.22.21 8:00 PM,23,460,635,9337,80,0,95,0,48,3,922,241,190,57.2,105,40
9598,6.22.21 10:00 PM,23,460,635,9337,80,0,95,0,48,3,922,241,190,57.7,105,40
9599,6.23.21 12:00 AM,23,460,635,9337,80,0,95,0,48,3,922,241,190,57.8,105,40
9600,6.23.21 2:00 AM,23,460,635,9337,80,0,95,0,48,3,922,241,190,57.8,105,40
9601,6.23.21 4:00 AM,23,460,635,9337,80,0,95,0,48,3,922,241,190,57.8,105,40
9602,6.23.21 6:00 AM,23,460,635,9337,80,0,95,0,48,3,922,241,190,58,105,40
9603,6.23.21 8:00 AM,23,460,635,9337,80,0,95,0,48,3,922,241,190,58.2,105,40
9604,6.23.21 10:00 AM,23,460,635,9336,80,0,95,0,48,3,922,241,190,58.3,105,40
9605,6.23.21 12:00 PM,23,460,635,9336,80,0,95,0,48,3,922,241,190,58.3,105,40
9606,6.23.21 2:00 PM,23,460,635,9336,80,0,95,0,48,3,922,241,190,58.3,105,40
9607,6.23.21 4:00 PM,23,460,635,9336,80,0,95,0,48,3,922,241,190,58.3,105,40
9608,6.23.21 6:00 PM,23,460,635,9336,80,0,95,0,48,3,922,241,190,58.7,105,40
9609,6.23.21 8:00 PM,23,460,635,9336,80,0,95,0,48,3,922,241,190,58.4,105,40
9610,6.23.21 10:00 PM,23,460,635,9335,80,0,95,0,48,3,922,241,190,58.3,105,40
9611,6.24.21 12:00 AM,23,460,635,9335,80,0,95,0,48,3,922,241,190,58.2,105,40
9612,6.24.21 2:00 AM,23,460,635,9335,80,0,95,0,48,3,922,241,190,58.2,105,39
9613,6.24.21 4:00 AM,23,460,635,9335,80,0,95,0,48,3,922,241,190,58.3,105,39
9614,6.24.21 6:00 AM,23,460,635,9335,80,0,95,0,48,3,922,241,190,58.4,105,39
9615,6.24.21 8:00 AM,23,460,635,9335,80,0,95,0,48,3,922,241,190,58.6,105,39
9616,6.24.21 10:00 AM,23,460,635,9335,80,0,95,0,48,3,922,241,190,58.6,105,40
9617,6.24.21 12:00 PM,23,460,635,9335,80,0,95,0,48,3,922,241,190,58.5,105,40
9618,6.24.21 2:00 PM,23,460,635,9334,80,0,95,0,48,3,922,241,190,58.4,105,41
9619,6.24.21 4:00 PM,23,460,635,9334,80,0,95,0,48,3,922,241,190,58.3,105,41
9620,6.24.21 6:00 PM,23,460,635,9334,80,0,95,0,48,3,922,241,190,58.3,105,41
9621,6.24.21 8:00 PM,23,460,635,9334,80,0,95,0,48,3,922,241,190,58.3,105,40
9622,6.24.21 10:00 PM,23,460,635,9334,80,0,95,0,48,3,922,241,190,58.3,105,40
9623,6.25.21 12:00 AM,23,460,635,9334,80,0,95,0,48,3,922,241,190,58.3,105,40
9624,6.25.21 2:00 AM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.3,105,40
9625,6.25.21 4:00 AM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.4,105,40
9626,6.25.21 6:00 AM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.5,105,39
9627,6.25.21 8:00 AM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.7,105,39
9628,6.25.21 10:00 AM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.8,105,39
9629,6.25.21 12:00 PM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.7,105,39
9630,6.25.21 2:00 PM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.6,105,40
9631,6.25.21 4:00 PM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.6,105,40
9632,6.25.21 6:00 PM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.6,105,40
9633,6.25.21 8:00 PM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.5,105,40
9634,6.25.21 10:00 PM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.5,105,40
9635,6.26.21 12:00 AM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.6,105,40
9636,6.26.21 2:00 AM,23,460,635,9333,80,0,95,0,48,3,922,241,190,58.6,105,40
9637,6.26.21 4:00 AM,23,460,635,9332,80,0,95,0,48,3,922,241,190,58.7,105,40
9638,6.26.21 6:00 AM,23,460,635,9332,80,0,95,0,48,3,922,241,190,58.7,105,40
9639,6.26.21 8:00 AM,23,460,635,9332,80,0,95,0,48,3,922,241,190,58.8,105,40
9640,6.26.21 10:00 AM,23,460,635,9332,80,0,95,0,48,3,922,241,190,58.9,105,40
9641,6.26.21 12:00 PM,23,460,635,9332,80,0,95,0,48,3,922,241,190,58.9,105,40
9642,6.26.21 2:00 PM,23,460,635,9332,80,0,95,0,48,3,922,241,190,60.3,105,40
9643,6.26.21 4:00 PM,23,460,635,9332,80,0,95,0,48,3,922,241,190,60.3,105,41
9644,6.26.21 6:00 PM,23,460,635,9332,80,0,95,0,48,3,922,241,190,60.3,105,41
9645,6.26.21 8:00 PM,23,460,635,9331,80,0,95,0,48,3,922,241,190,59,105,41
9646,6.26.21 10:00 PM,23,460,635,9331,80,0,95,0,48,3,925,241,190,58.9,105,41
9647,6.27.21 12:00 AM,23,460,635,9331,80,0,95,0,48,3,925,241,190,58.9,105,40
9648,6.27.21 2:00 AM,23,460,635,9331,80,0,95,0,48,3,925,241,190,58.8,105,40
9649,6.27.21 4:00 AM,23,460,635,9331,80,0,95,0,48,3,925,241,190,58.8,105,40
9650,6.27.21 6:00 AM,23,460,635,9331,80,0,95,0,48,3,925,241,190,58.7,105,40
9651,6.27.21 8:00 AM,23,460,635,9331,80,0,95,0,48,3,925,241,190,58.9,105,40
9652,6.27.21 10:00 AM,23,460,635,9331,80,0,95,0,48,3,925,241,190,58.9,105,40
9653,6.27.21 12:00 PM,23,460,635,9331,80,0,95,0,49,3,925,241,190,58.9,105,40
9654,6.27.21 2:00 PM,23,460,635,9330,80,0,95,0,49,3,925,241,190,58.9,105,40
9655,6.27.21 4:00 PM,23,460,635,9330,80,0,95,0,49,3,925,241,190,58.8,105,40
9656,6.27.21 6:00 PM,23,460,635,9330,80,0,95,0,49,3,925,241,190,58.6,105,40
9657,6.27.21 8:00 PM,23,460,635,9330,80,0,95,0,49,3,925,241,190,58.6,105,40
9658,6.27.21 10:00 PM,23,460,635,9330,80,0,95,0,49,3,925,241,190,58.5,105,40
9659,6.28.21 12:00 AM,23,460,635,9330,80,0,95,0,49,3,925,241,190,58.5,105,39
9660,6.28.21 2:00 AM,23,460,635,9330,80,0,95,0,49,3,925,241,190,58.4,105,39
9661,6.28.21 4:00 AM,23,460,635,9329,80,0,95,0,49,3,925,241,190,58.4,105,39
9662,6.28.21 6:00 AM,23,460,635,9329,80,0,95,0,49,3,925,241,190,58.4,105,39
9663,6.28.21 8:00 AM,23,460,635,9329,80,0,95,0,49,3,925,241,190,58.6,105,39
9664,6.28.21 10:00 AM,23,460,635,9329,80,0,95,0,49,3,925,241,190,58.5,105,40
9665,6.28.21 12:00 PM,23,460,635,9329,80,0,95,0,49,3,925,241,190,58.5,105,40
9666,6.28.21 2:00 PM,23,460,635,9328,80,0,95,0,49,3,925,241,190,58.5,105,40
9667,6.28.21 4:00 PM,23,460,635,9328,80,0,95,0,49,3,929,241,190,58.5,105,40
9668,6.28.21 6:00 PM,23,460,635,9328,80,0,95,0,49,3,929,241,190,58.4,105,40
9669,6.28.21 8:00 PM,23,460,635,9328,81,0,95,0,49,3,929,241,190,58.4,105,40
9670,6.28.21 10:00 PM,23,460,635,9328,81,0,95,0,49,3,929,241,190,58.5,105,39
9671,6.29.21 12:00 AM,23,460,635,9328,81,0,95,0,49,3,929,241,190,58.6,105,39
9672,6.29.21 2:00 AM,23,460,635,9328,81,0,95,0,49,3,929,241,190,58.7,105,39
9673,6.29.21 4:00 AM,23,460,635,9327,81,0,95,0,49,3,929,241,190,58.8,105,39
9674,6.29.21 6:00 AM,23,460,635,9327,81,0,95,0,49,3,929,241,190,58.8,105,39
9675,6.29.21 8:00 AM,23,460,635,9327,81,0,95,0,49,3,929,241,190,58.8,105,39
9676,6.29.21 10:00 AM,23,460,635,9327,80,0,95,0,49,3,929,241,190,58.9,105,39
9677,6.29.21 12:00 PM,23,460,635,9327,80,0,95,0,49,3,929,241,190,58.9,105,39
9678,6.29.21 2:00 PM,23,460,635,9327,80,0,95,0,49,3,929,241,190,58.8,105,39
9679,6.29.21 4:00 PM,23,460,635,9326,80,0,95,0,49,3,929,241,190,58.8,105,39
9680,6.29.21 6:00 PM,23,460,635,9326,80,0,95,0,49,3,929,241,190,58.8,105,39
9681,6.29.21 8:00 PM,23,460,635,9326,81,0,95,0,49,3,929,241,190,58.8,105,39
9682,6.29.21 10:00 PM,23,460,635,9326,81,0,95,0,49,3,929,241,190,58.8,105,39
9683,6.30.21 12:00 AM,23,460,635,9326,81,0,95,0,49,3,925,241,190,58.8,105,39
9684,6.30.21 2:00 AM,23,460,635,9326,81,0,95,0,49,3,925,241,190,58.8,105,39
9685,6.30.21 4:00 AM,23,460,635,9326,81,0,95,0,49,3,925,241,190,58.7,105,39
9686,6.30.21 6:00 AM,23,460,635,9325,81,0,95,0,49,3,925,241,190,58.9,105,38
9687,6.30.21 8:00 AM,23,460,635,9325,80,0,95,0,49,3,925,241,190,58.9,105,38
9688,6.30.21 10:00 AM,23,460,635,9325,80,0,95,0,49,3,925,241,190,59,105,38
9689,6.30.21 12:00 PM,23,460,635,9325,80,0,95,0,49,3,925,241,190,58.8,105,38
9690,6.30.21 2:00 PM,23,460,635,9325,80,0,95,0,49,3,925,241,190,58.8,105,39
9691,6.30.21 4:00 PM,23,460,635,9325,80,0,95,0,49,3,929,241,190,58.7,105,39
9692,6.30.21 6:00 PM,23,460,635,9325,80,0,95,0,49,3,929,241,190,58.7,105,38
9693,6.30.21 8:00 PM,23,460,635,9325,80,0,95,0,49,3,929,241,190,58.6,105,39
9694,6.30.21 10:00 PM,23,460,634,9324,80,0,95,0,49,3,925,241,190,58.6,105,38
9695,07.01.21 00:00,23,460,634,9324,80,0,95,0,49,3,925,241,190,58.6,105,38
9696,07.01.21 02:00,23,460,634,9324,80,0,95,0,49,3,925,241,190,58.5,105,38
9697,07.01.21 04:00,23,460,634,9324,80,0,95,0,49,3,925,241,190,58.6,105,38
9698,07.01.21 06:00,23,459,634,9324,80,0,95,0,49,3,925,241,190,58.6,105,39
9699,07.01.21 08:00,23,459,634,9324,80,0,95,0,49,3,925,241,190,58.8,105,38
9700,07.01.21 10:00,23,459,634,9324,80,0,95,0,49,3,929,241,190,59,105,39
9701,07.01.21 12:00,23,459,634,9324,80,0,95,0,49,3,925,241,190,59,105,39
9702,07.01.21 14:00,23,459,634,9324,80,0,95,0,49,3,925,241,190,59,105,39
9703,07.01.21 16:00,23,459,634,9324,80,0,95,0,49,3,925,241,190,58.9,105,39
9704,07.01.21 18:00,23,459,634,9324,80,0,95,0,49,3,925,241,190,58.7,105,39
9705,07.01.21 20:00,23,459,634,9323,80,0,95,0,49,3,925,241,190,58.6,105,39
9706,07.01.21 22:00,23,459,634,9323,80,0,95,0,49,3,925,241,190,58.6,105,39
9707,07.02.21 00:00,23,459,634,9323,80,0,95,0,49,3,925,241,190,58.5,105,39
9708,07.02.21 02:00,23,459,634,9323,80,0,95,0,49,3,925,241,190,58.4,105,39
9709,07.02.21 04:00,23,459,634,9323,80,0,95,0,49,3,925,241,190,58.5,105,39
9710,07.02.21 06:00,23,459,634,9322,80,0,96,0,49,3,925,241,190,58.5,105,38
9711,07.02.21 08:00,23,459,634,9322,80,0,96,0,49,3,925,241,190,58.6,105,39
9712,07.02.21 10:00,23,459,634,9322,80,0,95,0,49,3,929,241,190,58.6,105,39
9713,07.02.21 12:00,23,459,634,9322,80,0,95,0,49,3,929,241,190,58.5,105,39
9714,07.02.21 14:00,23,459,634,9322,80,0,95,0,49,3,929,241,190,58.4,105,39
9715,07.02.21 16:00,23,459,634,9322,80,0,95,0,49,3,929,241,190,58.2,105,40
9716,07.02.21 18:00,23,459,634,9322,80,0,95,0,49,3,929,241,190,58.2,105,40
9717,07.02.21 20:00,23,459,634,9322,81,0,96,0,49,3,929,241,190,58.1,105,40
9718,07.02.21 22:00,23,459,634,9322,81,0,96,0,49,3,925,241,190,58.1,105,40
9719,07.03.21 00:00,23,459,634,9322,81,0,96,0,49,3,925,241,190,58,105,40
9720,07.03.21 02:00,23,459,634,9322,81,0,96,0,49,3,925,241,190,58,105,39
9721,07.03.21 04:00,23,459,634,9322,81,0,96,0,49,3,925,241,190,58,105,39
9722,07.03.21 06:00,23,459,634,9321,81,0,96,0,49,3,925,241,190,58,105,39
9723,07.03.21 08:00,23,459,634,9321,80,0,96,0,49,3,925,241,190,58.1,105,39
9724,07.03.21 10:00,23,459,634,9321,80,0,96,0,49,3,925,241,190,58.2,105,39
9725,07.03.21 12:00,23,459,634,9321,80,0,96,0,49,3,929,241,190,58.2,105,40
9726,07.03.21 14:00,23,459,634,9321,80,0,96,0,49,3,929,241,190,58.1,105,40
9727,07.03.21 16:00,23,459,634,9321,80,0,96,0,49,3,929,241,190,58.1,105,40
9728,07.03.21 18:00,23,459,634,9321,80,0,96,0,49,3,929,241,190,58.1,105,39
9729,07.03.21 20:00,23,459,634,9321,80,0,96,0,49,3,929,241,190,58.1,105,39
9730,07.03.21 22:00,23,459,634,9321,80,0,96,0,49,3,929,241,190,58.2,105,40
9731,07.04.21 00:00,23,459,634,9320,80,0,96,0,49,3,929,241,190,58.1,105,40
9732,07.04.21 02:00,23,459,634,9321,80,0,96,0,49,3,925,241,190,58.1,105,39
9733,07.04.21 04:00,23,459,634,9320,80,0,96,0,49,3,925,241,190,58.1,105,40
9734,07.04.21 06:00,23,459,634,9320,80,0,96,0,49,3,925,241,190,58.3,105,39
9735,07.04.21 08:00,23,459,634,9319,80,0,96,0,49,3,925,241,190,58.4,105,39
9736,07.04.21 10:00,23,459,634,9319,80,0,96,0,49,3,925,241,190,58.4,105,39
9737,07.04.21 12:00,23,459,634,9319,80,0,96,0,49,3,925,241,190,58.3,105,39
9738,07.04.21 14:00,23,459,634,9319,80,0,96,0,49,3,925,241,190,58.2,105,40
9739,07.04.21 16:00,23,459,634,9319,80,0,96,0,49,3,925,241,190,58.1,105,40
9740,07.04.21 18:00,23,459,634,9319,80,0,96,0,49,3,929,241,190,58.1,105,40
9741,07.04.21 20:00,23,459,634,9318,80,0,96,0,49,3,925,241,190,58.1,105,39
9742,07.04.21 22:00,23,459,634,9318,80,0,96,0,49,3,925,241,190,58.1,105,39
9743,07.05.21 00:00,23,459,634,9318,80,0,96,0,49,3,925,241,190,58.1,105,40
9744,07.05.21 02:00,23,459,634,9318,80,0,96,0,49,3,925,241,190,58.2,105,40
9745,07.05.21 04:00,23,459,634,9318,80,0,96,0,49,3,925,241,190,58.2,105,40
9746,07.05.21 06:00,23,459,634,9318,80,0,96,0,49,3,925,241,190,58.5,105,40
9747,07.05.21 08:00,23,459,634,9317,80,0,96,0,49,3,925,241,190,58.7,105,39
9748,07.05.21 10:00,23,459,634,9317,80,0,96,0,49,3,925,241,190,58.8,105,38
9749,07.05.21 12:00,23,459,634,9317,80,0,96,0,49,3,925,241,190,58.7,105,38
9750,07.05.21 14:00,23,459,634,9317,80,0,96,0,49,3,925,241,190,58.6,105,38
9751,07.05.21 16:00,23,459,634,9317,80,0,96,0,49,3,925,241,190,58.6,105,38
9752,07.05.21 18:00,23,459,634,9317,80,0,96,0,49,3,925,241,190,58.7,105,40
9753,07.05.21 20:00,23,459,634,9317,80,0,96,0,49,3,925,241,190,58.7,105,39
9754,07.05.21 22:00,23,459,634,9316,80,0,96,0,49,3,925,241,190,58.7,105,38
9755,07.06.21 00:00,23,459,634,9316,80,0,96,0,49,3,925,241,190,58.7,105,38
9756,07.06.21 02:00,23,459,634,9316,80,0,96,0,49,3,925,241,190,58.7,105,38
9757,07.06.21 04:00,23,459,634,9316,80,0,96,0,49,3,925,241,190,58.7,105,38
9758,07.06.21 06:00,23,459,634,9316,80,0,96,0,49,3,925,241,190,58.8,105,39
9759,07.06.21 08:00,23,459,634,9316,80,0,96,0,49,3,925,241,190,58.8,105,39
9760,07.06.21 10:00,23,459,634,9315,80,0,96,0,49,3,929,241,190,58.8,105,38
9761,07.06.21 12:00,23,459,634,9315,80,0,96,0,49,3,929,241,190,58.7,105,39
9762,07.06.21 14:00,23,459,634,9315,80,0,96,0,49,3,929,241,190,58.6,105,39
9763,07.06.21 16:00,23,459,634,9315,80,0,96,0,49,3,929,241,190,58.6,105,39
9764,07.06.21 18:00,23,459,634,9315,80,0,96,0,49,3,929,241,190,58.5,105,39
9765,07.06.21 20:00,23,459,634,9315,80,0,96,0,49,3,925,241,190,58.6,105,39
9766,07.06.21 22:00,23,459,634,9314,80,0,96,0,49,3,925,241,190,58.6,105,38
9767,07.07.21 00:00,23,459,634,9314,80,0,96,0,49,3,925,241,190,58.6,105,38
9768,07.07.21 02:00,23,459,634,9314,80,0,96,0,49,3,925,241,190,58.7,105,38
9769,07.07.21 04:00,23,459,634,9314,80,0,96,0,49,3,925,241,190,58.8,105,38
9770,07.07.21 06:00,23,459,634,9314,80,0,96,0,49,3,925,241,190,58.9,105,38
