U1_16RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
9217,5.22.21 4:00 AM,22,467,642,9432,80,0,91,0,48,3,898,249,180,60.6,105,39
9218,5.22.21 6:00 AM,22,467,642,9432,80,0,91,0,48,3,898,249,180,60.6,105,39
9219,5.22.21 8:00 AM,22,467,642,9432,80,0,91,0,48,3,898,249,180,60.5,105,38
9220,5.22.21 10:00 AM,22,467,642,9432,80,0,91,0,48,3,898,249,180,60.6,105,39
9221,5.22.21 12:00 PM,22,467,642,9432,80,0,91,0,48,3,898,249,180,60.5,105,39
9222,5.22.21 2:00 PM,22,467,642,9432,80,0,91,0,48,3,898,249,180,60.6,105,39
9223,5.22.21 4:00 PM,22,467,642,9432,80,0,91,0,48,3,898,249,180,60.6,105,40
9224,5.22.21 6:00 PM,22,467,642,9432,80,0,91,0,48,3,898,249,180,60.5,105,39
9225,5.22.21 8:00 PM,22,467,642,9431,80,0,92,0,48,3,901,249,180,60.4,105,40
9226,5.22.21 10:00 PM,22,467,642,9431,80,0,92,0,48,3,901,249,180,60.4,105,39
9227,5.23.21 12:00 AM,22,467,642,9431,80,0,92,0,48,3,901,249,180,60.4,105,38
9228,5.23.21 2:00 AM,22,467,642,9431,80,0,92,0,48,3,901,249,180,60.4,105,38
9229,5.23.21 4:00 AM,22,467,642,9431,80,0,92,0,48,3,901,249,180,60.6,105,39
9230,5.23.21 6:00 AM,22,467,642,9431,80,0,92,0,48,3,901,249,180,60.6,105,39
9231,5.23.21 8:00 AM,22,467,642,9430,80,0,92,0,48,3,901,249,180,60.7,105,39
9232,5.23.21 10:00 AM,22,467,642,9430,80,0,92,0,48,3,901,249,180,60.7,105,38
9233,5.23.21 12:00 PM,22,466,642,9430,80,0,91,0,48,3,901,249,180,60.7,105,38
9234,5.23.21 2:00 PM,22,466,642,9430,80,0,91,0,48,3,901,249,180,60.8,105,38
9235,5.23.21 4:00 PM,22,466,642,9430,80,0,91,0,48,3,901,249,180,60.8,105,38
9236,5.23.21 6:00 PM,22,466,642,9430,80,0,91,0,48,3,901,249,180,60.8,105,38
9237,5.23.21 8:00 PM,22,466,642,9429,80,0,91,0,48,3,901,249,180,60.8,105,38
9238,5.23.21 10:00 PM,22,466,642,9429,80,0,92,0,48,3,901,249,180,60.9,105,38
9239,5.24.21 12:00 AM,22,466,642,9429,80,0,92,0,48,3,901,249,180,60.8,105,37
9240,5.24.21 2:00 AM,22,466,642,9429,80,0,92,0,48,3,901,249,180,60.9,105,37
9241,5.24.21 4:00 AM,22,466,642,9429,80,0,92,0,48,3,901,249,180,60.8,105,37
9242,5.24.21 6:00 AM,22,466,642,9429,80,0,92,0,48,3,901,249,180,60.7,105,37
9243,5.24.21 8:00 AM,22,466,642,9428,80,0,92,0,48,3,901,249,180,60.8,105,37
9244,5.24.21 10:00 AM,22,466,642,9428,80,0,92,0,48,3,901,249,180,60.9,105,37
9245,5.24.21 12:00 PM,22,466,642,9428,80,0,92,0,48,3,901,249,180,60.8,105,37
9246,5.24.21 2:00 PM,22,466,642,9428,80,0,92,0,48,3,901,249,180,60.8,105,37
9247,5.24.21 4:00 PM,22,466,642,9428,80,0,92,0,48,3,901,249,180,60.7,105,37
9248,5.24.21 6:00 PM,22,466,642,9428,80,0,92,0,48,3,901,249,180,60.8,105,37
9249,5.24.21 8:00 PM,22,466,642,9428,80,0,92,0,48,3,901,249,180,60.7,105,37
9250,5.24.21 10:00 PM,22,466,642,9428,80,0,92,0,48,3,901,249,180,60.7,105,37
9251,5.25.21 12:00 AM,22,466,642,9428,80,0,92,0,48,3,901,249,180,60.8,105,38
9252,5.25.21 2:00 AM,22,466,641,9427,80,0,92,0,48,3,901,249,180,60.8,105,39
9253,5.25.21 4:00 AM,22,466,641,9427,80,0,92,0,48,3,901,249,180,60.8,105,37
9254,5.25.21 6:00 AM,22,466,641,9427,80,0,92,0,48,3,901,249,180,60.9,105,37
9255,5.25.21 8:00 AM,22,466,641,9427,80,0,92,0,48,3,901,249,180,60.8,105,37
9256,5.25.21 10:00 AM,22,466,641,9427,80,0,92,0,48,3,901,249,180,60.9,105,38
9257,5.25.21 12:00 PM,22,466,641,9427,80,0,92,0,48,3,901,249,180,60.9,105,38
9258,5.25.21 2:00 PM,22,466,641,9426,80,0,92,0,48,3,901,249,180,60.8,105,37
9259,5.25.21 4:00 PM,22,466,641,9426,80,0,92,0,48,3,901,249,180,60.9,105,37
9260,5.25.21 6:00 PM,22,466,641,9426,80,0,92,0,48,3,901,249,180,60.8,105,36
9261,5.25.21 8:00 PM,22,466,641,9426,80,0,92,0,49,3,901,249,180,60.8,105,36
9262,5.25.21 10:00 PM,22,466,641,9426,80,0,92,0,49,3,898,249,180,60.8,105,36
9263,5.26.21 12:00 AM,22,466,641,9425,80,0,92,0,49,3,898,249,180,60.8,105,36
9264,5.26.21 2:00 AM,22,466,641,9425,80,0,92,0,49,3,898,249,180,60.8,105,36
9265,5.26.21 4:00 AM,22,466,641,9425,80,0,92,0,49,3,898,249,180,60.8,105,36
9266,5.26.21 6:00 AM,22,466,641,9425,80,0,92,0,48,3,898,249,180,60.8,105,36
9267,5.26.21 8:00 AM,22,466,641,9425,80,0,92,0,48,3,898,249,180,60.7,105,36
9268,5.26.21 10:00 AM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.6,105,36
9269,5.26.21 12:00 PM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.5,105,36
9270,5.26.21 2:00 PM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.5,105,36
9271,5.26.21 4:00 PM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.5,105,36
9272,5.26.21 6:00 PM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.5,105,36
9273,5.26.21 8:00 PM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.5,105,36
9274,5.26.21 10:00 PM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.5,105,36
9275,5.27.21 12:00 AM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.5,105,36
9276,5.27.21 2:00 AM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.5,105,36
9277,5.27.21 4:00 AM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.5,105,37
9278,5.27.21 6:00 AM,22,466,641,9424,80,0,92,0,48,3,898,249,180,60.6,105,37
9279,5.27.21 8:00 AM,22,466,641,9423,80,0,92,0,48,3,898,249,180,60.5,105,37
9280,5.27.21 10:00 AM,22,466,641,9423,80,0,92,0,48,3,898,249,180,60.5,105,39
9281,5.27.21 12:00 PM,22,466,641,9423,80,0,92,0,48,3,898,249,180,60.6,105,39
9282,5.27.21 2:00 PM,22,466,641,9423,80,0,92,0,48,3,898,249,180,60.5,105,39
9283,5.27.21 4:00 PM,22,466,641,9423,80,0,92,0,48,3,898,249,180,60.4,105,39
9284,5.27.21 6:00 PM,22,466,641,9423,80,0,92,0,48,3,898,249,180,60.5,105,38
9285,5.27.21 8:00 PM,22,466,641,9423,80,0,92,0,48,3,898,249,180,60.5,105,39
9286,5.27.21 10:00 PM,22,466,641,9422,80,0,92,0,48,3,898,249,180,60.5,105,38
9287,5.28.21 12:00 AM,22,466,641,9422,80,0,92,0,48,3,898,249,180,60.5,105,39
9288,5.28.21 2:00 AM,22,466,641,9422,80,0,92,0,48,3,898,249,180,60.5,105,39
9289,5.28.21 4:00 AM,22,466,641,9422,80,0,92,0,48,3,898,249,180,60.5,105,39
9290,5.28.21 6:00 AM,22,466,641,9422,80,0,92,0,48,3,898,249,180,60.3,105,39
9291,5.28.21 8:00 AM,22,466,641,9422,80,0,92,0,48,3,898,249,180,60.4,105,39
9292,5.28.21 10:00 AM,22,466,641,9422,80,0,92,0,48,3,898,249,180,60.5,105,39
9293,5.28.21 12:00 PM,22,466,641,9421,80,0,92,0,48,3,898,249,180,60.5,105,39
9294,5.28.21 2:00 PM,22,466,641,9421,80,0,92,0,48,3,898,249,180,60.5,105,39
9295,5.28.21 4:00 PM,22,466,641,9421,80,0,92,0,48,3,898,249,180,60.4,105,39
9296,5.28.21 6:00 PM,22,466,641,9421,80,0,92,0,48,3,901,249,180,60.4,105,39
9297,5.28.21 8:00 PM,22,466,641,9421,80,0,92,0,48,3,898,249,180,60.3,105,39
9298,5.28.21 10:00 PM,22,466,641,9421,80,0,92,0,48,3,898,249,180,60.2,105,38
9299,5.29.21 12:00 AM,22,466,641,9421,80,0,92,0,48,3,898,249,180,60.1,105,38
9300,5.29.21 2:00 AM,22,466,641,9421,80,0,92,0,48,3,898,249,180,60.2,105,39
9301,5.29.21 4:00 AM,22,466,641,9420,80,0,92,0,48,3,898,249,180,60.2,105,38
9302,5.29.21 6:00 AM,22,466,641,9420,80,0,92,0,48,3,898,249,180,60.2,105,38
9303,5.29.21 8:00 AM,22,466,641,9420,80,0,92,0,48,3,898,249,180,60.3,105,39
9304,5.29.21 10:00 AM,22,466,641,9420,80,0,92,0,48,3,901,249,180,60.3,105,38
9305,5.29.21 12:00 PM,22,466,641,9420,80,0,92,0,48,3,901,249,180,60.5,105,38
9306,5.29.21 2:00 PM,22,466,641,9420,80,0,92,0,48,3,901,249,180,60.4,105,38
9307,5.29.21 4:00 PM,22,466,641,9419,80,0,92,0,48,3,901,249,180,60.5,105,39
9308,5.29.21 6:00 PM,22,466,641,9419,80,0,92,0,48,3,901,249,180,60.4,105,39
9309,5.29.21 8:00 PM,22,466,641,9419,80,0,92,0,48,3,898,249,180,60.4,105,39
9310,5.29.21 10:00 PM,22,466,641,9419,80,0,92,0,48,3,898,249,180,60.3,105,38
9311,5.30.21 12:00 AM,22,466,641,9419,80,0,92,0,48,3,898,249,180,60.2,105,39
9312,5.30.21 2:00 AM,22,466,641,9419,80,0,92,0,48,3,898,249,180,60.1,105,37
9313,5.30.21 4:00 AM,22,466,641,9419,80,0,92,0,48,3,898,249,180,60.2,105,38
9314,5.30.21 6:00 AM,22,466,641,9419,80,0,92,0,48,3,898,249,180,60.2,105,39
9315,5.30.21 8:00 AM,22,466,641,9419,80,0,92,0,48,3,898,249,180,60.4,105,39
9316,5.30.21 10:00 AM,22,466,641,9419,80,0,92,0,48,3,898,249,180,60.4,105,39
9317,5.30.21 12:00 PM,22,466,641,9417,80,0,92,0,48,3,898,259,193,60.3,105,36
9318,5.30.21 2:00 PM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60.3,105,38
9319,5.30.21 4:00 PM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60.2,105,38
9320,5.30.21 6:00 PM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60.1,105,36
9321,5.30.21 8:00 PM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60,105,35
9322,5.30.21 10:00 PM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60.1,105,34
9323,5.31.21 12:00 AM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60,105,34
9324,5.31.21 2:00 AM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60.1,105,34
9325,5.31.21 4:00 AM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60.2,105,34
9326,5.31.21 6:00 AM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60.3,105,34
9327,5.31.21 8:00 AM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60.2,105,34
9328,5.31.21 10:00 AM,22,466,641,9416,80,0,92,0,48,3,901,259,193,60.3,105,34
9329,5.31.21 12:00 PM,22,466,641,9415,80,0,92,0,48,3,901,259,193,60.5,105,36
9330,5.31.21 2:00 PM,22,466,641,9415,80,0,92,0,48,3,901,259,193,60.5,105,37
9331,5.31.21 4:00 PM,22,466,641,9414,80,0,92,0,48,3,901,259,193,60.6,105,38
9332,5.31.21 6:00 PM,22,466,641,9414,80,0,92,0,48,3,901,259,193,60.6,105,38
9333,5.31.21 8:00 PM,22,466,641,9414,80,0,92,0,48,3,901,259,193,60.6,105,38
9334,5.31.21 10:00 PM,22,466,641,9414,80,0,92,0,48,3,901,259,193,60.6,105,38
9335,06.01.21 00:00,22,466,641,9414,80,0,92,0,48,3,901,259,193,60.6,105,38
9336,06.01.21 02:00,22,466,641,9414,80,0,92,0,48,3,901,259,193,60.7,105,38
9337,06.01.21 04:00,22,466,641,9414,80,0,92,0,48,3,898,259,193,60.7,105,38
9338,06.01.21 06:00,22,466,641,9414,80,0,92,0,48,3,898,259,193,60.9,105,36
9339,06.01.21 08:00,22,466,641,9413,80,0,92,0,48,3,901,259,193,61,105,38
9340,06.01.21 10:00,22,466,641,9414,80,0,92,0,48,3,901,259,193,60.9,105,37
9341,06.01.21 12:00,22,466,641,9413,80,0,92,0,48,3,901,259,193,60.8,105,35
9342,06.01.21 14:00,22,466,641,9415,80,0,92,0,48,3,901,259,193,60.7,105,36
9343,06.01.21 16:00,22,466,641,9413,80,0,92,0,48,3,901,259,193,60.7,105,36
9344,06.01.21 18:00,22,465,641,9413,80,0,92,0,48,3,901,259,193,60.6,105,37
9345,06.01.21 20:00,22,465,641,9413,80,0,92,0,48,3,901,259,193,60.4,105,37
9346,06.01.21 22:00,22,465,640,9412,80,0,92,0,48,3,901,259,193,60.2,105,38
9347,06.02.21 00:00,22,465,641,9413,80,0,92,0,48,3,901,259,193,60.1,105,38
9348,06.02.21 02:00,22,465,640,9412,80,0,92,0,48,3,901,259,193,60.3,105,38
9349,06.02.21 04:00,22,465,640,9412,80,0,92,0,48,3,901,259,193,60.3,105,38
9350,06.02.21 06:00,22,465,640,9412,80,0,93,0,48,3,901,259,193,60.4,105,38
9351,06.02.21 08:00,22,465,640,9412,80,0,92,0,48,3,901,259,193,60.4,105,37
9352,06.02.21 10:00,22,465,640,9412,80,0,92,0,48,3,901,259,193,60.5,105,37
9353,06.02.21 12:00,22,465,640,9412,80,0,92,0,48,3,901,259,193,60.3,105,37
9354,06.02.21 14:00,22,465,640,9411,80,0,92,0,48,3,901,259,193,60.3,105,38
9355,06.02.21 16:00,22,465,640,9411,80,0,92,0,48,3,901,259,193,60.2,105,38
9356,06.02.21 18:00,22,465,640,9411,80,0,92,0,48,3,901,259,193,60,105,38
9357,06.02.21 20:00,22,465,640,9411,80,0,92,0,48,3,901,259,193,59.9,105,36
9358,06.02.21 22:00,22,465,640,9411,80,0,93,0,48,3,901,259,193,59.9,105,36
9359,06.03.21 00:00,22,465,640,9411,80,0,93,0,48,3,901,259,193,60,105,37
9360,06.03.21 02:00,22,465,641,9414,80,0,93,0,48,3,901,259,193,60.2,105,35
9361,06.03.21 04:00,22,465,641,9413,80,0,93,0,48,3,901,259,193,60.4,105,35
9362,06.03.21 06:00,22,465,640,9411,80,0,93,0,48,3,901,259,193,60.5,105,34
9363,06.03.21 08:00,22,465,640,9410,80,0,92,0,48,3,901,259,193,60.7,105,35
9364,06.03.21 10:00,22,465,640,9410,80,0,92,0,48,3,901,259,193,60.7,105,36
9365,06.03.21 12:00,22,465,641,9413,80,0,92,0,48,3,901,259,193,60.7,105,36
9366,06.03.21 14:00,22,465,640,9411,80,0,92,0,48,3,901,259,193,60.6,105,36
9367,06.03.21 16:00,22,465,640,9410,80,0,92,0,48,3,901,259,193,60.5,105,36
9368,06.03.21 18:00,22,465,640,9410,80,0,92,0,48,3,901,259,193,60.4,105,36
9369,06.03.21 20:00,22,465,640,9410,80,0,92,0,48,3,901,259,193,60.2,105,36
9370,06.03.21 22:00,22,465,640,9412,80,0,92,0,48,3,901,259,193,60.1,105,36
9371,06.04.21 00:00,22,465,640,9409,80,0,92,0,48,3,901,259,193,60.1,105,36
9372,06.04.21 02:00,22,465,640,9409,80,0,93,0,48,3,901,259,193,60.1,105,36
9373,06.04.21 04:00,22,465,640,9409,80,0,93,0,48,3,901,259,193,60.2,105,36
9374,06.04.21 06:00,22,465,640,9409,80,0,93,0,48,3,901,259,193,60.4,105,36
9375,06.04.21 08:00,22,465,640,9409,80,0,93,0,48,3,901,259,193,60.5,105,36
9376,06.04.21 10:00,22,465,640,9409,80,0,93,0,48,3,901,259,193,60.6,105,37
9377,06.04.21 12:00,22,465,640,9408,80,0,93,0,48,3,901,259,193,60.5,105,37
9378,06.04.21 14:00,22,465,640,9408,80,0,93,0,48,3,901,259,193,60.5,105,38
9379,06.04.21 16:00,22,465,640,9408,80,0,93,0,48,3,901,259,193,60.3,105,39
9380,06.04.21 18:00,22,465,640,9409,80,0,93,0,48,3,901,259,193,60.2,105,40
9381,06.04.21 20:00,22,465,640,9409,80,0,93,0,48,3,901,259,193,60.1,105,40
9382,06.04.21 22:00,22,465,640,9408,80,0,93,0,48,3,901,259,193,60,105,39
9383,06.05.21 00:00,22,465,640,9408,80,0,93,0,48,3,901,259,193,59.9,105,38
9384,06.05.21 02:00,22,465,640,9408,80,0,93,0,48,3,901,259,193,59.9,105,38
9385,06.05.21 04:00,22,465,640,9407,80,0,93,0,48,3,901,259,193,59.5,105,37
9386,06.05.21 06:00,22,465,640,9407,80,0,93,0,48,3,901,259,193,59.6,105,37
9387,06.05.21 08:00,22,465,640,9407,80,0,93,0,48,3,901,259,193,59.9,105,38
9388,06.05.21 10:00,22,465,640,9409,80,0,93,0,48,3,901,259,193,59.9,105,37
9389,06.05.21 12:00,22,464,640,9405,80,0,93,0,48,3,901,261,196,60.1,105,37
9390,06.05.21 14:00,22,464,640,9405,80,0,93,0,48,3,901,261,196,60,105,38
9391,06.05.21 16:00,22,464,640,9404,80,0,93,0,48,3,901,261,196,60,105,38
9392,06.05.21 18:00,22,464,640,9404,81,0,93,0,48,3,901,261,196,59.9,105,39
9393,06.05.21 20:00,22,464,640,9404,81,0,93,0,48,3,901,261,196,59.8,105,38
9394,06.05.21 22:00,22,464,640,9403,81,0,93,0,48,3,901,261,196,59.7,105,38
9395,06.06.21 00:00,22,464,640,9403,81,0,93,0,48,3,901,261,196,59.8,105,38
9396,06.06.21 02:00,22,464,640,9403,81,0,93,0,48,3,901,261,196,59.8,105,38
9397,06.06.21 04:00,22,464,640,9402,81,0,93,0,48,3,901,261,196,59.8,105,35
9398,06.06.21 06:00,22,464,640,9402,81,0,93,0,48,3,901,261,196,59.9,105,35
9399,06.06.21 08:00,22,464,640,9401,81,0,93,0,48,3,901,261,196,60,105,35
9400,06.06.21 10:00,22,464,639,9398,81,0,93,0,48,3,901,261,196,60,105,35
9401,06.06.21 12:00,22,464,639,9398,81,0,93,0,48,3,901,261,196,60,105,37
9402,06.06.21 14:00,22,464,639,9398,81,0,93,0,48,3,901,261,196,59.9,105,38
9403,06.06.21 16:00,22,464,639,9394,81,0,93,0,48,3,901,264,199,59.9,105,38
9404,06.06.21 18:00,22,464,639,9392,81,0,93,0,48,3,901,264,199,59.9,105,38
9405,06.06.21 20:00,22,464,639,9389,81,0,93,0,48,3,901,264,199,59.9,105,38
9406,06.06.21 22:00,22,464,639,9389,81,0,93,0,48,3,901,264,199,59.9,105,38
9407,06.07.21 00:00,22,464,639,9389,81,0,93,0,48,3,901,264,199,59.9,105,37
9408,06.07.21 02:00,22,463,639,9386,81,0,93,0,48,3,901,264,199,59.9,105,36
9409,06.07.21 04:00,22,463,639,9386,81,0,93,0,48,3,901,264,199,60,105,37
9410,06.07.21 06:00,22,463,639,9385,81,0,93,0,48,3,901,264,199,60.1,105,37
9411,06.07.21 08:00,22,463,638,9382,81,0,93,0,48,3,901,264,199,60.2,105,36
9412,06.07.21 10:00,22,463,638,9379,81,0,93,0,48,3,901,264,199,60.2,105,37
9413,06.07.21 12:00,22,463,638,9379,81,0,93,0,48,3,901,264,199,60.1,105,37
9414,06.07.21 14:00,22,463,638,9379,81,0,93,0,48,3,901,264,199,60,105,37
9415,06.07.21 16:00,22,463,638,9379,81,0,93,0,48,3,901,264,199,59.9,105,38
9416,06.07.21 18:00,22,463,638,9378,81,0,93,0,48,3,901,264,199,60,105,38
9417,06.07.21 20:00,22,463,638,9378,81,0,93,0,48,3,901,264,199,59.8,105,38
9418,06.07.21 22:00,22,463,638,9378,81,0,93,0,48,3,901,264,199,59.6,105,38
9419,06.08.21 00:00,22,463,638,9376,81,0,93,0,48,3,901,264,199,59.6,105,38
9420,06.08.21 02:00,22,463,638,9378,81,0,93,0,48,3,901,264,199,59.6,105,38
9421,06.08.21 04:00,22,463,638,9378,81,0,93,0,48,3,901,264,199,59.5,105,37
9422,06.08.21 06:00,22,463,638,9378,81,0,93,0,48,3,901,264,199,59.4,105,37
9423,06.08.21 08:00,22,463,638,9377,81,0,93,0,48,3,901,264,199,60,105,38
9424,06.08.21 10:00,22,463,638,9376,81,0,93,0,48,3,901,264,199,61,105,39
9425,06.08.21 12:00,22,463,638,9377,81,0,93,0,48,3,901,264,199,60.6,105,39
9426,06.08.21 14:00,22,463,638,9376,81,0,93,0,48,3,901,264,199,60.2,105,39
9427,06.08.21 16:00,22,494,664,9762,70,0,86,0,48,3,884,186,140,38.5,105,31
9428,06.08.21 18:00,22,485,655,9625,71,0,86,0,48,3,884,209,156,39.5,105,32
9429,06.08.21 20:00,22,470,644,9460,74,0,87,0,48,3,891,242,183,41.9,105,33
9430,06.08.21 22:00,22,463,638,9375,77,0,89,0,48,3,898,263,199,43.9,105,35
9431,06.09.21 00:00,22,462,638,9370,79,0,91,0,48,3,898,263,199,44.4,105,35
9432,06.09.21 02:00,22,462,637,9367,79,0,91,0,48,3,898,263,199,44.6,105,35
9433,06.09.21 04:00,22,462,637,9365,80,0,92,0,48,3,898,263,199,51.9,105,36
9434,06.09.21 06:00,22,462,638,9369,80,0,92,0,48,3,898,263,199,55,105,38
9435,06.09.21 08:00,22,462,637,9368,80,0,93,0,48,3,898,263,199,57.7,105,38
9436,06.09.21 10:00,22,462,637,9365,80,0,93,0,48,3,898,263,199,57.7,105,38
9437,06.09.21 12:00,22,462,637,9361,80,0,93,0,48,3,898,263,199,57.5,105,38
9438,06.09.21 14:00,22,462,637,9366,80,0,93,0,48,3,901,263,199,53.9,105,38
9439,06.09.21 16:00,22,462,637,9360,80,0,93,0,48,3,901,263,199,53.9,105,38
9440,06.09.21 18:00,22,461,637,9356,80,0,93,0,48,3,905,265,200,54.7,105,38
9441,06.09.21 20:00,22,461,637,9361,81,0,94,0,48,3,905,265,200,55,105,38
9442,06.09.21 22:00,22,461,637,9361,81,0,94,0,48,3,905,265,200,55,105,38
9443,06.10.21 00:00,23,462,637,9361,81,0,94,0,48,3,905,241,190,55.2,105,39
9444,06.10.21 02:00,23,461,637,9361,81,0,94,0,48,3,905,241,190,55.3,105,38
9445,06.10.21 04:00,23,461,637,9360,81,0,94,0,48,3,905,241,190,55.5,105,38
9446,06.10.21 06:00,23,462,637,9360,81,0,94,0,48,3,905,241,190,55.7,105,39
9447,06.10.21 08:00,23,461,637,9360,81,0,94,0,48,3,905,241,190,56,105,39
9448,06.10.21 10:00,23,461,637,9359,81,0,94,0,48,3,905,241,190,56.1,105,39
9449,06.10.21 12:00,23,461,637,9359,81,0,94,0,48,3,905,241,190,56.1,105,39
9450,06.10.21 14:00,23,461,637,9359,81,0,94,0,48,3,905,241,190,56,105,40
9451,06.10.21 16:00,23,461,637,9359,81,0,94,0,48,3,905,241,190,55.8,105,39
9452,06.10.21 18:00,23,461,637,9358,81,0,94,0,48,3,905,241,190,55.8,105,39
9453,06.10.21 20:00,23,461,637,9358,81,0,94,0,48,3,905,241,190,55.9,105,40
9454,06.10.21 22:00,23,461,637,9358,81,0,94,0,48,3,905,241,190,55.9,105,40
9455,06.11.21 00:00,23,461,637,9358,81,0,94,0,48,3,905,241,190,56,105,39
9456,06.11.21 02:00,23,461,637,9358,81,0,94,0,48,3,905,241,190,56.1,105,39
9457,06.11.21 04:00,23,461,637,9358,81,0,94,0,48,3,905,241,190,56.2,105,39
9458,06.11.21 06:00,23,461,637,9357,81,0,94,0,48,3,905,241,190,56.3,105,38
9459,06.11.21 08:00,23,461,637,9357,81,0,93,0,48,3,905,241,190,56.3,105,39
9460,06.11.21 10:00,23,461,637,9357,81,0,93,0,48,3,905,241,190,56.3,105,39
9461,06.11.21 12:00,23,461,637,9357,81,0,94,0,48,3,905,241,190,58,105,40
9462,06.11.21 14:00,23,461,637,9357,81,0,94,0,48,3,905,241,190,57.8,105,40
9463,06.11.21 16:00,23,461,637,9356,81,0,94,0,48,3,905,241,190,57.9,105,40
9464,06.11.21 18:00,23,461,637,9356,81,0,94,0,48,3,905,241,190,57.8,105,40
9465,06.11.21 20:00,23,461,637,9356,81,0,94,0,48,3,905,241,190,57.9,105,40
9466,06.11.21 22:00,23,461,637,9356,81,0,94,0,48,3,905,241,190,57.9,105,40
9467,06.12.21 00:00,23,461,637,9356,81,0,94,0,48,3,905,241,190,57.8,105,39
9468,06.12.21 02:00,23,461,637,9356,81,0,94,0,48,3,905,241,190,57.8,105,39
9469,06.12.21 04:00,23,461,637,9356,81,0,94,0,48,3,905,241,190,58.1,105,40
9470,06.12.21 06:00,23,461,637,9355,81,0,94,0,48,3,905,241,190,58.3,105,39
9471,06.12.21 08:00,23,461,637,9355,81,0,94,0,48,3,905,241,190,57,105,39
9472,06.12.21 10:00,23,461,637,9355,81,0,94,0,48,3,905,241,190,57.1,105,40
9473,06.12.21 12:00,23,461,637,9355,81,0,94,0,48,3,905,241,190,57.1,105,40
9474,06.12.21 14:00,23,461,637,9355,81,0,94,0,48,3,905,241,190,57,105,40
9475,06.12.21 16:00,23,461,637,9354,81,0,94,0,48,3,908,241,190,56.6,105,40
9476,06.12.21 18:00,23,461,637,9354,81,0,94,0,48,3,908,241,190,56.3,105,40
9477,06.12.21 20:00,23,461,637,9354,81,0,94,0,48,3,912,241,190,56.3,105,40
9478,06.12.21 22:00,23,461,637,9354,81,0,94,0,48,3,912,241,190,56.2,105,39
9479,6.13.21 12:00 AM,23,461,637,9354,81,0,94,0,48,3,912,241,190,56.2,105,39
9480,6.13.21 2:00 AM,23,461,637,9354,81,0,94,0,48,3,912,241,190,56.2,105,39
9481,6.13.21 4:00 AM,23,461,636,9353,81,0,94,0,48,3,912,241,190,56.4,105,40
9482,6.13.21 6:00 AM,23,461,636,9353,81,0,94,0,48,3,912,241,190,56.6,105,40
9483,6.13.21 8:00 AM,23,461,636,9353,81,0,94,0,48,3,912,241,190,56.9,105,40
9484,6.13.21 10:00 AM,23,461,636,9353,81,0,94,0,48,3,912,241,190,57.1,105,40
9485,6.13.21 12:00 PM,23,461,636,9353,81,0,94,0,48,3,912,241,190,57.1,105,39
9486,6.13.21 2:00 PM,23,461,636,9353,81,0,94,0,48,3,912,241,190,56.8,105,40
9487,6.13.21 4:00 PM,23,461,636,9352,81,0,94,0,48,3,912,241,190,56.8,105,40
9488,6.13.21 6:00 PM,23,461,636,9352,81,0,94,0,48,3,912,241,190,56.8,105,40
9489,6.13.21 8:00 PM,23,461,636,9352,81,0,94,0,48,3,912,241,190,56.7,105,40
9490,6.13.21 10:00 PM,23,461,636,9352,81,0,94,0,48,3,912,241,190,56.5,105,39
9491,6.14.21 12:00 AM,23,461,636,9352,81,0,94,0,48,3,912,241,190,56.3,105,39
9492,6.14.21 2:00 AM,23,461,636,9352,81,0,94,0,48,3,912,241,190,56.6,105,39
9493,6.14.21 4:00 AM,23,461,636,9351,81,0,94,0,48,3,912,241,190,57,105,39
9494,6.14.21 6:00 AM,23,461,636,9351,81,0,94,0,48,3,912,241,190,57.1,105,39
9495,6.14.21 8:00 AM,23,461,636,9351,81,0,94,0,48,3,912,241,190,57.3,105,39
