U1_18RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),28x32 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
2824,4.13.22 4:00,#N/A,490,641,9416,68,0,148,49,2,1,1,915,162,115,62,103,29
2825,4.13.22 6:00,#N/A,490,641,9416,67,0,148,49,2,1,1,915,162,115,61.9,103,29
2826,4.13.22 8:00,#N/A,490,641,9415,67,0,148,49,2,1,1,915,162,115,62,103,29
2827,4.13.22 10:00,#N/A,490,641,9415,67,0,148,49,2,1,1,915,162,115,62.1,103,29
2828,4.13.22 12:00,#N/A,490,641,9415,67,0,148,49,2,1,1,915,162,115,62.4,103,29
2829,4.13.22 14:00,#N/A,490,641,9415,67,0,148,49,2,1,1,915,162,115,62.7,103,29
2830,4.13.22 16:00,#N/A,492,642,9441,67,0,148,49,2,1,1,915,155,111,62.7,103,29
2831,4.13.22 18:00,#N/A,492,642,9441,66,0,147,49,2,1,1,915,155,110,62.1,103,29
2832,4.13.22 20:00,#N/A,492,642,9442,65,0,147,49,2,1,1,915,155,110,62,103,28
2833,4.13.22 22:00,#N/A,492,642,9441,65,0,147,49,2,1,1,915,155,110,62,103,28
2834,4.14.22 0:00,#N/A,492,642,9441,65,0,147,49,2,1,1,915,155,110,61.9,103,28
2835,4.14.22 2:00,#N/A,492,642,9441,65,0,147,49,2,1,1,915,155,110,61.8,103,28
2836,4.14.22 4:00,#N/A,492,642,9441,65,0,146,49,2,1,1,915,155,110,61.8,103,28
2837,4.14.22 6:00,#N/A,492,642,9441,64,0,146,49,2,1,1,915,155,110,61.9,103,28
2838,4.14.22 8:00,#N/A,492,642,9441,64,0,146,49,2,1,1,915,155,110,62.1,103,28
2839,4.14.22 10:00,#N/A,492,642,9441,64,0,146,49,2,1,1,915,155,110,62.2,103,28
2840,4.14.22 12:00,#N/A,492,642,9441,64,0,146,49,2,1,1,915,155,110,62.2,103,28
2841,4.14.22 14:00,#N/A,492,642,9441,64,0,146,49,2,1,1,915,155,110,62.3,103,29
2842,4.14.22 16:00,#N/A,494,644,9465,63,0,145,49,2,1,1,915,150,108,61.5,103,28
2843,4.14.22 18:00,#N/A,494,644,9465,63,0,145,49,2,1,1,915,150,108,61.5,103,28
2844,4.14.22 20:00,#N/A,494,644,9466,63,0,145,49,2,1,1,915,150,108,61.5,103,28
2845,4.14.22 22:00,#N/A,494,644,9466,62,0,144,49,2,1,1,915,150,108,61.5,103,28
2846,4.15.22 0:00,#N/A,494,644,9466,62,0,144,49,2,1,1,915,150,108,61.5,103,28
2847,4.15.22 2:00,#N/A,494,644,9466,62,0,144,49,2,1,1,915,150,108,61.5,103,28
2848,4.15.22 4:00,#N/A,494,644,9466,62,0,144,49,2,1,1,915,150,108,61.5,103,28
2849,4.15.22 6:00,#N/A,494,644,9465,61,0,144,49,2,1,1,915,150,108,61.5,103,28
2850,4.15.22 8:00,#N/A,494,644,9466,61,0,144,49,2,1,1,915,150,108,61.5,103,28
2851,4.15.22 10:00,#N/A,494,644,9465,61,0,144,49,2,1,1,915,150,108,61.6,103,28
2852,4.15.22 12:00,#N/A,494,644,9465,61,0,144,49,2,1,1,915,150,108,61.6,103,28
2853,4.15.22 14:00,#N/A,494,644,9465,61,0,144,49,2,1,1,912,150,108,61.6,103,28
2854,4.15.22 16:00,#N/A,494,644,9465,61,0,144,49,2,1,1,912,150,108,61.2,103,28
2855,4.15.22 18:00,#N/A,494,644,9465,61,0,144,49,2,1,1,912,150,108,61.2,103,28
2856,4.15.22 20:00,#N/A,494,644,9465,61,0,144,49,2,1,1,912,150,108,61,103,28
2857,4.15.22 22:00,#N/A,494,644,9465,61,0,144,49,2,1,1,912,150,108,61,103,28
2858,4.16.22 0:00,#N/A,494,644,9465,61,0,144,48,2,1,1,912,150,108,60.8,103,28
2859,4.16.22 2:00,#N/A,494,644,9465,61,0,144,48,2,1,1,912,150,108,60.8,103,28
2860,4.16.22 4:00,#N/A,494,644,9465,61,0,144,48,2,0,1,912,150,108,60.8,103,28
2861,4.16.22 6:00,#N/A,494,644,9465,61,0,144,48,2,0,1,912,150,108,60.7,103,27
2862,4.16.22 8:00,#N/A,494,644,9465,61,0,144,48,2,0,1,912,150,108,60.6,103,28
2863,4.16.22 10:00,#N/A,494,644,9465,61,0,144,48,2,0,1,912,150,108,60.7,103,27
2864,4.16.22 12:00,#N/A,494,644,9464,61,0,144,48,2,0,1,912,150,108,60.8,103,27
2865,4.16.22 14:00,#N/A,494,644,9464,61,0,144,48,2,0,1,912,150,108,60.8,103,28
2866,4.16.22 16:00,#N/A,494,644,9464,61,0,144,48,2,0,1,912,150,108,60.8,103,28
2867,4.16.22 18:00,#N/A,494,644,9464,61,0,144,48,2,0,1,912,150,108,60.8,103,28
2868,4.16.22 20:00,#N/A,494,644,9463,61,0,144,48,2,0,1,912,150,108,60.8,103,28
2869,4.16.22 22:00,#N/A,494,644,9463,61,0,144,48,2,0,1,912,150,108,60.7,103,28
2870,4.17.22 0:00,#N/A,494,644,9463,61,0,144,48,2,0,1,912,150,108,60.6,103,27
2871,4.17.22 2:00,#N/A,494,644,9463,61,0,144,48,2,0,1,912,150,108,60.7,103,27
2872,4.17.22 4:00,#N/A,494,644,9463,61,0,144,48,2,0,1,912,150,108,60.8,103,27
2873,4.17.22 6:00,#N/A,494,644,9463,61,0,144,47,2,0,1,912,150,108,60.7,103,27
2874,4.17.22 8:00,#N/A,494,644,9463,61,0,144,47,2,0,1,912,150,108,60.8,103,28
2875,4.17.22 10:00,#N/A,494,644,9463,61,0,144,47,2,0,1,912,150,108,60.8,103,28
2876,4.17.22 12:00,#N/A,494,644,9463,61,0,144,47,2,0,1,912,150,108,60.8,103,28
2877,4.17.22 14:00,#N/A,494,644,9463,61,0,144,47,2,0,1,912,150,108,60.8,103,29
2878,4.17.22 16:00,#N/A,494,644,9462,61,0,144,47,2,0,1,912,150,108,60.6,103,29
2879,4.17.22 18:00,#N/A,494,644,9462,61,0,144,47,2,0,1,912,150,108,60.7,103,28
2880,4.17.22 20:00,#N/A,494,644,9462,61,0,144,47,2,0,1,912,150,108,60.7,103,28
2881,4.17.22 22:00,#N/A,494,644,9462,61,0,144,47,2,0,1,912,150,108,60.6,103,28
2882,4.18.22 0:00,#N/A,494,644,9461,61,0,144,47,2,0,1,912,150,108,60.6,103,28
2883,4.18.22 2:00,#N/A,494,644,9461,61,0,144,47,2,0,1,912,150,108,60.8,103,28
2884,4.18.22 4:00,#N/A,494,644,9461,61,0,144,47,2,0,1,912,150,108,60.9,103,28
2885,4.18.22 6:00,#N/A,494,644,9461,61,0,144,47,2,0,1,912,150,108,60.9,103,28
2886,4.18.22 8:00,#N/A,494,644,9461,61,0,144,47,2,0,1,912,150,108,61,103,28
2887,4.18.22 10:00,#N/A,494,644,9461,61,0,144,47,2,0,1,912,150,108,61,103,28
2888,4.18.22 12:00,#N/A,494,644,9461,61,0,144,47,2,0,1,912,150,108,61,103,28
2889,4.18.22 14:00,#N/A,494,644,9461,61,0,144,47,2,0,1,912,150,108,61.1,103,28
2890,4.18.22 16:00,#N/A,494,644,9460,61,0,144,47,2,0,1,912,150,108,61.1,103,28
2891,4.18.22 18:00,#N/A,494,644,9460,61,0,144,47,2,0,1,912,150,108,61.1,103,28
2892,4.18.22 20:00,#N/A,494,644,9460,61,0,144,47,2,0,1,912,150,108,61.1,103,28
2893,4.18.22 22:00,#N/A,494,644,9460,61,0,144,47,2,0,1,912,150,108,61,103,28
2894,4.19.22 0:00,#N/A,494,644,9460,61,0,144,47,2,0,1,912,150,108,61,103,28
2895,4.19.22 2:00,#N/A,494,644,9460,61,0,144,47,2,0,1,912,150,108,61,103,28
2896,4.19.22 4:00,#N/A,494,644,9460,61,0,144,47,2,0,1,912,150,108,61,103,28
2897,4.19.22 6:00,#N/A,494,644,9459,61,0,144,47,2,0,1,912,150,108,61.2,103,28
2898,4.19.22 8:00,#N/A,494,644,9459,61,0,144,47,2,0,1,912,150,108,61.4,103,28
2899,4.19.22 10:00,#N/A,494,644,9459,61,0,144,47,2,0,1,912,150,108,61.4,103,28
2900,4.19.22 12:00,#N/A,494,644,9459,61,0,144,47,2,0,1,912,150,108,61.4,103,28
2901,4.19.22 14:00,#N/A,494,644,9459,61,0,144,47,2,0,1,912,150,108,61.4,103,28
2902,4.19.22 16:00,#N/A,494,644,9459,61,0,144,47,2,0,1,912,150,108,61.5,103,28
2903,4.19.22 18:00,#N/A,494,644,9459,61,0,144,47,2,0,1,912,150,108,61.5,103,28
2904,4.19.22 20:00,#N/A,494,644,9459,61,0,144,47,2,0,1,912,150,108,61.5,103,28
2905,4.19.22 22:00,#N/A,494,644,9458,61,0,144,48,2,0,1,912,150,108,61.5,103,28
2906,4.20.22 0:00,#N/A,494,644,9459,61,0,144,48,2,0,1,912,150,108,61.4,103,28
2907,4.20.22 2:00,#N/A,494,644,9458,61,0,144,48,2,0,1,912,150,108,61.4,103,28
2908,4.20.22 4:00,#N/A,494,644,9458,61,0,145,48,2,0,1,912,150,108,61.4,103,28
2909,4.20.22 6:00,#N/A,494,644,9458,61,0,145,48,2,0,1,912,150,108,61.4,103,28
2910,4.20.22 8:00,#N/A,494,644,9458,61,0,145,48,2,0,1,912,150,108,61.6,103,28
2911,4.20.22 10:00,#N/A,494,644,9466,61,0,145,48,2,0,1,912,149,108,61.6,103,28
2912,4.20.22 12:00,#N/A,494,644,9467,61,0,145,48,2,0,1,912,149,108,61.6,103,28
2913,4.20.22 14:00,#N/A,494,644,9467,61,0,145,48,2,0,1,912,149,108,61.6,103,28
2914,4.20.22 16:00,#N/A,494,644,9467,61,0,145,48,2,0,1,912,149,108,61.6,103,28
2915,4.20.22 18:00,#N/A,497,646,9494,59,0,143,48,2,0,1,915,141,101,60.7,103,28
2916,4.20.22 20:00,#N/A,497,646,9494,58,0,143,48,2,0,1,915,141,101,60.6,103,27
2917,4.20.22 22:00,#N/A,497,646,9495,58,0,142,48,2,0,1,915,141,101,60.6,103,27
2918,4.21.22 0:00,#N/A,497,646,9495,57,0,142,48,2,0,1,915,141,101,60.6,103,27
2919,4.21.22 2:00,#N/A,497,646,9495,57,0,142,48,2,0,1,915,141,101,60.8,103,27
2920,4.21.22 4:00,#N/A,497,646,9495,56,0,141,48,2,0,1,915,141,101,60.9,103,27
2921,4.21.22 6:00,#N/A,497,646,9495,56,0,141,48,2,0,1,912,141,101,61,103,26
2922,4.21.22 8:00,#N/A,497,646,9495,56,0,141,48,2,0,1,912,141,101,61,103,26
2923,4.21.22 10:00,#N/A,497,646,9495,56,0,141,48,2,0,1,912,141,101,61.1,103,26
2924,4.21.22 12:00,#N/A,497,646,9495,56,0,141,48,2,0,1,908,141,101,61.1,103,26
2925,4.21.22 14:00,#N/A,497,646,9495,56,0,141,48,2,0,1,908,141,101,61.1,103,26
2926,4.21.22 16:00,#N/A,497,646,9494,56,0,141,48,2,0,1,908,141,101,61.1,103,26
2927,4.21.22 18:00,#N/A,497,646,9494,56,0,141,48,2,0,1,908,141,101,61.1,103,27
2928,4.21.22 20:00,#N/A,497,646,9494,56,0,141,48,2,0,1,905,141,101,61.1,103,27
2929,4.21.22 22:00,#N/A,497,646,9494,56,0,141,48,2,0,1,905,141,101,61,103,27
2930,4.22.22 0:00,#N/A,497,646,9494,56,0,141,48,2,0,1,905,141,101,61,103,27
2931,4.22.22 2:00,#N/A,497,646,9494,56,0,141,48,2,0,1,905,141,101,60.9,103,27
2932,4.22.22 4:00,#N/A,497,646,9494,56,0,141,45,2,0,1,905,141,101,60.4,103,27
2933,4.22.22 6:00,#N/A,497,646,9495,56,0,141,43,2,0,1,905,141,101,60.4,103,27
2934,4.22.22 8:00,#N/A,497,646,9494,56,0,141,48,2,0,1,905,141,101,61.1,103,27
2935,4.22.22 10:00,#N/A,500,649,9531,56,0,141,48,2,0,1,905,130,97,60.2,103,27
2936,4.22.22 12:00,#N/A,504,652,9584,49,0,137,48,2,0,1,905,117,89,58.5,103,27
2937,4.22.22 14:00,#N/A,504,652,9585,46,0,136,45,2,0,1,898,117,89,58.3,103,27
2938,4.22.22 16:00,#N/A,497,646,9499,46,0,136,45,2,0,1,898,140,101,60.5,103,27
2939,4.22.22 18:00,#N/A,497,646,9498,52,0,137,45,2,0,1,898,140,101,60.9,103,27
2940,4.22.22 20:00,#N/A,497,646,9497,53,0,138,46,2,0,1,898,140,101,61,103,26
2941,4.22.22 22:00,#N/A,497,646,9497,54,0,139,46,2,0,1,898,140,101,60.9,103,26
2942,4.23.22 0:00,#N/A,497,646,9496,54,0,139,46,2,0,1,901,140,101,60.8,103,27
2943,4.23.22 2:00,#N/A,497,646,9496,55,0,140,46,2,0,1,901,140,101,60.5,103,26
2944,4.23.22 4:00,#N/A,497,646,9496,55,0,140,45,2,0,1,901,140,101,60.4,103,26
2945,4.23.22 6:00,#N/A,497,646,9495,55,0,140,43,2,0,1,905,140,101,60.4,103,26
2946,4.23.22 8:00,#N/A,497,646,9495,55,0,140,43,2,0,1,905,140,101,60.4,103,26
2947,4.23.22 10:00,#N/A,497,646,9495,55,0,140,44,2,0,1,905,140,101,60.3,103,26
2948,4.23.22 12:00,#N/A,497,646,9495,55,0,140,44,2,0,1,905,140,101,60.2,103,26
2949,4.23.22 14:00,#N/A,497,646,9495,55,0,140,44,2,0,1,908,140,101,60.4,103,26
2950,4.23.22 16:00,#N/A,497,646,9494,55,0,140,44,2,0,1,905,140,101,60.4,103,26
2951,4.23.22 18:00,#N/A,497,646,9494,55,0,140,44,2,0,1,905,140,101,60.4,103,26
2952,4.23.22 20:00,#N/A,497,646,9494,55,0,140,44,2,0,1,905,140,101,60.4,103,27
2953,4.23.22 22:00,#N/A,497,646,9494,55,0,140,44,2,0,1,905,140,101,60.4,103,27
2954,4.24.22 0:00,#N/A,497,646,9494,55,0,140,44,2,0,1,905,140,101,60.4,103,27
2955,4.24.22 2:00,#N/A,497,646,9494,55,0,140,44,2,0,1,905,140,101,60.5,103,27
2956,4.24.22 4:00,#N/A,497,646,9494,55,0,141,44,2,0,1,905,140,101,60.5,103,27
2957,4.24.22 6:00,#N/A,497,646,9494,55,0,141,44,2,0,1,908,140,101,60.5,103,27
2958,4.24.22 8:00,#N/A,497,646,9494,55,0,141,44,2,0,1,908,140,101,60.7,103,27
2959,4.24.22 10:00,#N/A,497,646,9493,55,0,141,44,2,0,1,908,140,101,60.7,103,27
2960,4.24.22 12:00,#N/A,497,646,9493,55,0,141,44,2,0,1,908,140,101,60.8,103,27
2961,4.24.22 14:00,#N/A,497,646,9493,55,0,141,44,2,0,1,905,140,101,60.8,103,27
2962,4.24.22 16:00,#N/A,497,646,9493,55,0,141,44,2,0,1,905,140,101,60.9,103,27
2963,4.24.22 18:00,#N/A,497,646,9493,55,0,141,45,2,0,1,912,140,101,61.1,103,27
2964,4.24.22 20:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,61.1,103,27
2965,4.24.22 22:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,61.2,103,27
2966,4.25.22 0:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,61.2,103,27
2967,4.25.22 2:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,61,103,27
2968,4.25.22 4:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,60.6,103,27
2969,4.25.22 6:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,60.2,103,26
2970,4.25.22 8:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,60.1,103,26
2971,4.25.22 10:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,60,103,26
2972,4.25.22 12:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,59.9,103,26
2973,4.25.22 14:00,#N/A,497,646,9493,55,0,141,45,2,0,0,912,140,101,59.8,103,26
2974,4.25.22 16:00,#N/A,497,646,9493,55,0,141,45,2,0,0,908,140,101,59.8,103,26
2975,4.25.22 18:00,#N/A,497,646,9492,55,0,141,45,2,0,0,908,140,101,59.8,103,26
2976,4.25.22 20:00,#N/A,497,646,9492,55,0,141,45,2,0,0,908,140,101,59.8,103,26
2977,4.25.22 22:00,#N/A,497,646,9492,55,0,141,45,2,0,0,908,140,101,59.8,103,26
2978,4.26.22 0:00,#N/A,497,646,9492,55,0,141,45,2,0,0,908,140,101,59.9,103,26
2979,4.26.22 2:00,#N/A,497,646,9492,55,0,141,45,2,0,0,908,140,101,60,103,26
2980,4.26.22 4:00,#N/A,497,646,9492,55,0,141,45,2,0,0,908,140,101,59.9,103,26
2981,4.26.22 6:00,#N/A,497,646,9492,55,0,141,45,2,0,0,908,140,101,60,103,26
2982,4.26.22 8:00,#N/A,497,646,9491,55,0,141,45,2,0,0,908,140,101,60,103,26
2983,4.26.22 10:00,#N/A,497,646,9491,55,0,141,45,2,0,0,908,140,101,60.1,103,26
2984,4.26.22 12:00,#N/A,497,646,9491,55,0,141,45,2,0,0,908,140,101,60.1,103,27
2985,4.26.22 14:00,#N/A,497,646,9491,55,0,141,45,2,0,0,908,140,101,60.2,103,26
2986,4.26.22 16:00,#N/A,497,646,9491,55,0,140,45,2,0,0,912,140,101,60.2,103,27
2987,4.26.22 18:00,#N/A,497,646,9491,55,0,140,45,2,0,0,912,140,101,60.2,103,27
2988,4.26.22 20:00,#N/A,497,646,9491,55,0,140,45,2,0,0,912,140,101,60.2,103,27
2989,4.26.22 22:00,#N/A,497,646,9490,55,0,140,45,2,0,0,912,140,101,60.2,103,27
2990,4.27.22 0:00,#N/A,497,646,9490,55,0,140,45,2,0,0,912,140,101,60.2,103,27
2991,4.27.22 2:00,#N/A,497,646,9490,55,0,140,44,2,0,0,912,140,101,60.2,103,27
2992,4.27.22 4:00,#N/A,497,646,9490,55,0,140,44,2,0,0,912,140,101,60.3,103,27
2993,4.27.22 6:00,#N/A,497,646,9490,55,0,140,44,2,0,0,912,140,101,60.3,103,27
2994,4.27.22 8:00,#N/A,497,646,9490,55,0,140,42,2,0,0,912,140,101,60.4,103,27
2995,4.27.22 10:00,#N/A,497,646,9490,55,0,140,42,2,0,0,912,140,101,60.3,103,27
2996,4.27.22 12:00,#N/A,497,646,9490,55,0,140,42,2,0,0,912,140,101,60.4,103,27
2997,4.27.22 14:00,#N/A,497,646,9492,56,0,140,42,2,0,0,912,140,101,60.3,103,27
2998,4.27.22 16:00,#N/A,497,646,9492,56,0,140,42,2,0,0,912,140,101,60.2,103,27
2999,4.27.22 18:00,#N/A,497,646,9492,56,0,140,42,2,0,0,912,140,101,60.2,103,27
3000,4.27.22 20:00,#N/A,497,646,9492,56,0,140,42,2,0,0,915,140,101,60.1,103,27
3001,4.27.22 22:00,#N/A,497,646,9492,56,0,140,42,2,0,0,915,140,101,60.1,103,27
3002,4.28.22 0:00,#N/A,497,646,9492,56,0,140,42,2,0,0,915,140,101,60.2,103,27
3003,4.28.22 2:00,#N/A,497,646,9491,56,0,140,42,2,0,0,915,140,101,60.3,102,27
3004,4.28.22 4:00,#N/A,497,646,9491,56,0,140,42,2,0,0,915,140,101,60.3,102,27
3005,4.28.22 6:00,#N/A,497,646,9491,56,0,140,42,2,0,0,915,140,101,60.4,102,27
3006,4.28.22 8:00,#N/A,497,646,9491,56,0,140,42,2,0,0,912,140,101,60.5,102,27
3007,4.28.22 10:00,#N/A,497,646,9491,56,0,140,42,2,0,0,912,140,101,60.6,102,27
3008,4.28.22 12:00,#N/A,497,646,9491,56,0,140,42,2,0,0,912,140,101,60.6,102,27
3009,4.28.22 14:00,#N/A,513,660,9697,47,0,137,40,2,0,0,912,110,108,55.8,102,23
3010,4.28.22 16:00,#N/A,512,659,9682,32,0,128,39,2,0,0,895,135,111,55.8,102,20
3011,4.28.22 18:00,#N/A,501,650,9556,33,0,126,37,2,0,0,891,150,110,50.2,102,20
3012,4.28.22 20:00,#N/A,496,646,9493,42,0,129,37,2,0,0,898,150,115,54.1,102,23
3013,4.28.22 22:00,#N/A,496,646,9491,48,0,133,37,2,0,0,905,150,115,55.3,102,23
3014,4.29.22 0:00,#N/A,496,646,9490,51,0,135,37,2,0,0,905,150,115,55.9,102,24
3015,4.29.22 2:00,#N/A,496,646,9490,51,0,135,37,2,0,0,905,150,115,56.3,102,24
3016,4.29.22 4:00,#N/A,496,646,9490,52,0,137,37,2,0,0,905,150,115,56.4,102,24
3017,4.29.22 6:00,#N/A,496,646,9490,53,0,138,38,2,0,0,905,150,115,56.6,102,24
3018,4.29.22 8:00,#N/A,496,646,9489,54,0,139,39,2,0,0,912,150,115,56.7,102,25
3019,4.29.22 10:00,#N/A,496,646,9489,54,0,139,40,2,0,0,915,150,115,56.8,102,25
3020,4.29.22 12:00,#N/A,496,646,9489,55,0,139,40,2,0,0,915,150,115,56.8,102,25
3021,4.29.22 14:00,#N/A,496,646,9489,55,0,139,40,2,0,0,915,150,115,56.9,102,25
3022,4.29.22 16:00,#N/A,496,646,9488,55,0,139,40,2,0,0,915,150,115,57,102,25
3023,4.29.22 18:00,#N/A,496,646,9488,55,0,139,40,2,0,0,915,150,115,57,102,25
3024,4.29.22 20:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57,102,25
3025,4.29.22 22:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57.1,102,25
3026,4.30.22 0:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57.1,102,25
3027,4.30.22 2:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57.2,102,25
3028,4.30.22 4:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57.3,102,25
3029,4.30.22 6:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57.4,102,25
3030,4.30.22 8:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57.3,102,25
3031,4.30.22 10:00,#N/A,496,646,9487,55,0,140,40,2,0,0,915,150,115,57.2,102,25
3032,4.30.22 12:00,#N/A,496,646,9487,55,0,140,40,2,0,0,915,150,115,57.2,102,25
3033,4.30.22 14:00,#N/A,496,646,9487,55,0,140,40,2,0,0,915,150,115,57.2,102,25
3034,4.30.22 16:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57.1,102,25
3035,4.30.22 18:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57.1,102,25
3036,4.30.22 20:00,#N/A,496,646,9488,55,0,140,40,2,0,0,915,150,115,57,102,25
3037,4.30.22 22:00,#N/A,496,646,9487,55,0,140,40,2,0,0,915,150,115,56.9,102,25
3038,05.01.22 00:00,#N/A,496,646,9487,55,0,140,40,2,0,0,915,150,115,57,102,25
3039,05.01.22 02:00,#N/A,496,646,9487,55,0,140,40,2,0,0,915,150,115,57,102,25
3040,05.01.22 04:00,#N/A,496,646,9487,55,0,140,40,2,0,0,915,150,115,57.1,102,25
3041,05.01.22 06:00,#N/A,496,646,9487,55,0,141,40,2,0,0,915,150,115,57.1,102,25
3042,05.01.22 08:00,#N/A,496,646,9487,55,0,141,40,2,0,0,915,150,115,57.2,102,25
3043,05.01.22 10:00,#N/A,496,645,9486,55,0,141,40,2,0,0,915,150,115,57.4,102,25
3044,05.01.22 12:00,#N/A,496,645,9486,55,0,141,40,2,0,0,915,150,115,57.4,102,25
3045,05.01.22 14:00,#N/A,495,644,9469,55,0,141,40,2,0,0,915,155,115,58.1,102,26
3046,05.01.22 16:00,#N/A,495,644,9468,57,0,142,40,2,0,0,915,155,115,58.2,102,26
3047,05.01.22 18:00,#N/A,495,644,9468,57,0,142,41,2,0,0,915,155,115,58.1,102,26
3048,05.01.22 20:00,#N/A,494,644,9458,58,0,143,42,2,0,0,915,155,117,58.5,102,26
3049,05.01.22 22:00,#N/A,494,644,9458,58,0,143,42,2,0,0,915,155,117,58.5,102,26
3050,05.02.22 00:00,#N/A,494,644,9457,59,0,143,42,2,0,0,915,155,117,58.6,102,26
3051,05.02.22 02:00,#N/A,494,644,9457,59,0,143,42,2,0,0,915,155,117,58.7,102,26
3052,05.02.22 04:00,#N/A,494,644,9457,59,0,144,42,2,0,0,915,155,117,58.8,102,26
3053,05.02.22 06:00,#N/A,494,644,9457,59,0,144,42,2,0,0,915,155,117,58.8,102,26
3054,05.02.22 08:00,#N/A,494,644,9457,59,0,144,43,2,0,0,915,155,117,59,102,26
3055,05.02.22 10:00,#N/A,494,643,9456,59,0,144,43,2,0,0,915,155,117,59.2,102,27
3056,05.02.22 12:00,#N/A,494,643,9456,59,0,144,43,2,0,0,915,155,117,59.3,102,27
3057,05.02.22 14:00,#N/A,494,643,9456,59,0,144,43,2,0,0,915,155,117,59.5,102,27
3058,05.02.22 16:00,#N/A,494,643,9455,59,0,144,43,2,0,0,915,155,117,59.5,102,27
3059,05.02.22 18:00,#N/A,494,643,9455,59,0,144,43,2,0,0,915,155,117,59.7,102,27
3060,05.02.22 20:00,#N/A,494,643,9455,60,0,144,43,2,0,0,915,155,117,59.7,102,27
3061,05.02.22 22:00,#N/A,494,643,9455,60,0,144,43,2,0,0,915,155,117,59.8,102,27
3062,05.03.22 00:00,#N/A,494,643,9455,60,0,144,43,2,0,0,915,155,117,59.9,102,27
3063,05.03.22 02:00,#N/A,494,643,9454,60,0,144,43,2,0,0,915,155,117,60,102,27
3064,05.03.22 04:00,#N/A,494,643,9454,60,0,144,43,2,0,0,915,155,117,60,102,27
3065,05.03.22 06:00,#N/A,494,643,9454,60,0,144,43,2,0,0,918,155,117,60.2,102,27
3066,05.03.22 08:00,#N/A,494,643,9454,60,0,144,43,2,0,0,918,155,117,60.4,102,27
3067,05.03.22 10:00,#N/A,494,643,9454,60,0,144,43,2,0,0,915,155,117,60.6,102,27
3068,05.03.22 12:00,#N/A,494,643,9453,60,0,145,43,2,0,0,915,155,117,60.6,102,27
3069,05.03.22 14:00,#N/A,494,643,9453,60,0,145,43,2,0,0,915,155,117,60.5,102,27
3070,05.03.22 16:00,#N/A,494,643,9453,60,0,145,43,2,0,0,915,155,117,60.4,102,27
3071,05.03.22 18:00,#N/A,494,643,9453,60,0,145,43,2,0,0,915,155,117,60.4,102,27
3072,05.03.22 20:00,#N/A,494,643,9453,60,0,145,43,2,0,0,915,155,117,60.3,102,27
3073,05.03.22 22:00,#N/A,494,643,9452,60,0,145,43,2,0,0,915,155,117,60.2,102,27
3074,05.04.22 00:00,#N/A,494,643,9452,60,0,145,43,2,0,0,915,155,117,60.2,102,27
3075,05.04.22 02:00,#N/A,494,643,9452,60,0,145,43,2,0,0,918,155,117,60.6,102,27
3076,05.04.22 04:00,#N/A,494,643,9452,60,0,145,43,2,0,0,918,155,117,60.8,102,27
3077,05.04.22 06:00,#N/A,494,643,9452,60,0,145,43,2,0,0,918,155,117,60.9,102,27
3078,05.04.22 08:00,#N/A,494,643,9452,60,0,145,43,2,0,0,918,155,117,60.8,102,27
3079,05.04.22 10:00,#N/A,494,643,9451,60,0,145,43,2,0,0,918,155,117,60.8,102,27
3080,05.04.22 12:00,#N/A,494,643,9451,60,0,145,43,2,0,0,918,155,117,60.7,102,27
3081,05.04.22 14:00,#N/A,494,643,9451,60,0,145,43,2,0,0,918,155,117,60.6,102,27
3082,05.04.22 16:00,#N/A,494,643,9451,60,0,145,43,2,0,0,918,155,117,60.5,102,27
3083,05.04.22 18:00,#N/A,494,643,9451,60,0,145,43,2,0,0,918,155,117,60.5,102,27
3084,05.04.22 20:00,#N/A,494,643,9450,60,0,146,43,2,0,0,918,155,117,60.4,102,26
